Player,Champion,Role,Level,Kills,Deaths,Assists,KDA,CS,CS in Team's Jungle,CS in Enemy Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Shutdown bounty collected,Shutdown bounty lost,Team
Viper,Xayah,ADC,16,2,2,4,3,344,35.0,,11.2,12866,419,25%,40.0,16.0,14.0,8.0,6,1.3,0.52,0.26,0.46,16.7%,17585,16919,63,603,572,36.6%,0.2,75%,,0.0,0.0,0.0,0.0,-1499.0,-12.0,-781.0,-1.0,0,0.0,0,3061.0,0,6135.0,0,14.0,134,11800.0,27,10,26,150,100,HLE
Life,Nautilus,SUPPORT,10,0,4,3,0.8,28,0.0,,0.9,5852,190,11.4%,95.0,57.0,8.0,19.0,18,3.09,1.85,0.62,0.26,39.7%,1752,284,1089,379,57,3.6%,0.1,37.5%,,0.0,0.0,0.0,0.0,-622.0,-8.0,-398.0,-1.0,0,0.0,0,175.0,215,7980.0,0,14.0,77,7974.0,94,22,31,0,0,HLE
Doran,Gangplank,TOP,15,3,2,6,4.5,199,12.0,,8.7,12617,551,24.2%,23.0,6.0,4.0,4.0,3,1.01,0.26,0.17,0.17,12.8%,18218,13653,1619,2946,796,32.5%,0.39,52.9%,1.0,0.0,0.0,0.0,0.0,2699.0,22.0,1505.0,1.0,0,6708.0,6708,2127.0,0,8048.0,0,6.0,176,13355.0,73,5,18,0,0,GEN
Peanut,Maokai,JUNGLE,13,4,0,7,Perfect KDA,138,133.0,,6.0,8960,392,17.2%,30.0,7.0,3.0,4.0,4,1.31,0.31,0.17,0.13,16.8%,4761,731,3888,142,208,8.5%,0.48,64.7%,,0.0,0.0,0.0,0.0,891.0,-9.0,-341.0,0.0,0,155.0,155,12658.0,959,21445.0,0,27.0,494,17429.0,0,6,22,0,0,GEN
Chovy,Tristana,MID,15,2,0,7,Perfect KDA,260,16.0,,11.4,11416,499,21.9%,31.0,9.0,9.0,5.0,5,1.35,0.39,0.22,0.39,17.3%,16387,12507,3746,134,716,29.2%,0.39,52.9%,,0.0,0.0,0.0,0.0,981.0,18.0,-102.0,0.0,0,7638.0,7638,5309.0,0,8418.0,0,3.0,75,10474.0,0,6,26,0,0,GEN
Peyz,Kai'Sa,ADC,14,7,0,1,Perfect KDA,240,12.0,,10.5,12558,549,24.1%,23.0,8.0,5.0,2.0,2,1.01,0.35,0.09,0.22,12.8%,13854,4400,9454,0,605,24.7%,0.35,47.1%,,2.0,0.0,0.0,0.0,2160.0,19.0,1121.0,1.0,0,6169.0,6169,1577.0,0,4234.0,0,0.0,0,5792.0,0,2,19,0,0,GEN
Delight,Rell,SUPPORT,11,1,1,8,9,33,0.0,,1.4,6543,286,12.6%,72.0,38.0,10.0,9.0,9,3.15,1.66,0.39,0.44,40.2%,2886,771,1583,532,126,5.1%,0.39,52.9%,,0.0,0.0,0.0,0.0,811.0,8.0,761.0,1.0,0,362.0,362,855.0,0,13284.0,0,22.0,177,9059.0,31,12,21,0,0,GEN
DnDn,Jax,TOP,12,2,6,1,0.5,146,0.0,,6.4,7300,319,21.4%,19.0,11.0,1.0,5.0,4,0.83,0.48,0.22,0.04,11.8%,11553,6841,4712,0,505,34.9%,0.13,100%,,0.0,0.0,0.0,0.0,-2699.0,-22.0,-1505.0,-1.0,0,3070.0,3070,2566.0,0,12593.0,0,8.0,74,20834.0,124,6,42,0,0,NS
Sylvie,Sejuani,JUNGLE,11,0,2,2,1,130,112.0,,5.7,6919,302,20.3%,37.0,8.0,9.0,9.0,7,1.62,0.35,0.39,0.39,23%,5274,2518,2322,434,230,15.9%,0.09,66.7%,,0.0,0.0,0.0,0.0,-891.0,9.0,341.0,0.0,0,0.0,0,8614.0,107,22691.0,0,14.0,313,21323.0,37,10,25,0,0,NS
FIESTA,Azir,MID,13,0,3,0,0,188,0.0,,8.2,7420,324,21.8%,15.0,9.0,2.0,3.0,3,0.66,0.39,0.13,0.09,9.3%,6065,131,5934,0,265,18.3%,0.0,0%,,0.0,0.0,0.0,0.0,-981.0,-18.0,102.0,0.0,0,229.0,229,194.0,0,7895.0,0,2.0,91,11863.0,122,5,19,0,0,NS
Jiwoo,Aphelios,ADC,11,1,3,0,0.3,200,2.0,,8.7,7855,343,23%,23.0,9.0,8.0,2.0,2,1.01,0.39,0.09,0.35,14.3%,9153,7903,1250,0,400,27.6%,0.04,33.3%,,0.0,0.0,0.0,0.0,-2160.0,-19.0,-1121.0,-1.0,0,345.0,345,1958.0,0,7365.0,0,5.0,77,9513.0,85,3,18,0,0,NS
Peter,Milio,SUPPORT,9,0,3,1,0.3,24,0.0,,1.0,4612,202,13.5%,67.0,33.0,5.0,10.0,8,2.93,1.44,0.44,0.22,41.6%,1065,547,518,0,47,3.2%,0.04,33.3%,,0.0,0.0,0.0,0.0,-811.0,-8.0,-761.0,-1.0,0,0.0,0,2389.0,1446,3471.0,2647,2.0,32,7649.0,76,12,23,0,0,NS
DnDn,K'Sante,TOP,13,1,6,3,0.7,182,4.0,,7.7,8184,346,21.9%,22.0,11.0,1.0,7.0,4,0.93,0.46,0.3,0.04,13.8%,11510,10148,824,538,486,25.5%,0.17,80%,,0.0,0.0,0.0,0.0,-1505.0,4.0,-990.0,-1.0,0,222.0,222,1577.0,0,24716.0,294,34.0,2580,21405.0,176,8,43,150,0,NS
Sylvie,Nocturne,JUNGLE,11,0,7,5,0.7,118,100.0,,5.0,6920,292,18.6%,44.0,19.0,11.0,7.0,5,1.86,0.8,0.3,0.46,27.5%,7047,5956,637,454,298,15.6%,0.21,100%,,0.0,0.0,0.0,0.0,-1689.0,-30.0,-1220.0,-1.0,0,194.0,194,9682.0,0,16298.0,0,117.0,417,25436.0,170,8,23,0,0,NS
FIESTA,LeBlanc,MID,13,0,2,2,1,212,0.0,,9.0,8229,348,22.1%,25.0,5.0,6.0,3.0,3,1.06,0.21,0.13,0.25,15.6%,11579,2592,8987,0,489,25.6%,0.08,40%,,0.0,0.0,0.0,0.0,-514.0,-18.0,-399.0,0.0,0,846.0,846,3649.0,0,10315.0,0,10.0,28,18197.0,80,3,19,0,0,NS
Jiwoo,Samira,ADC,10,4,8,1,0.6,162,0.0,,6.8,8734,369,23.4%,20.0,9.0,6.0,3.0,3,0.85,0.38,0.13,0.25,12.5%,11160,9974,1186,0,472,24.7%,0.21,100%,,1.0,0.0,0.0,0.0,-106.0,-23.0,-1417.0,-1.0,0,639.0,639,1576.0,0,7617.0,0,3.0,3,15299.0,165,5,20,300,50,NS
Peter,Rell,SUPPORT,9,0,6,5,0.8,30,0.0,,1.3,5231,221,14%,49.0,25.0,3.0,8.0,7,2.07,1.06,0.34,0.13,30.6%,3887,930,2400,557,164,8.6%,0.21,100%,,0.0,0.0,0.0,0.0,-1045.0,0.0,-841.0,-1.0,0,36.0,36,425.0,0,18361.0,0,34.0,128,13670.0,121,10,20,0,0,NS
Doran,Jax,TOP,15,8,1,12,20,199,4.0,,8.4,12960,548,23.4%,28.0,13.0,3.0,8.0,6,1.18,0.55,0.34,0.13,14.1%,21396,11271,10125,0,904,29.4%,0.85,69%,1.0,1.0,0.0,0.0,0.0,1505.0,-4.0,990.0,1.0,0,10604.0,10604,6895.0,0,18126.0,0,15.0,96,19431.0,32,9,24,0,150,GEN
Peanut,Vi,JUNGLE,14,13,1,12,25,183,167.0,,7.7,12906,545,23.3%,29.0,7.0,4.0,4.0,4,1.23,0.3,0.17,0.17,14.6%,15148,14159,0,989,640,20.8%,1.06,86.2%,,2.0,0.0,0.0,0.0,1689.0,30.0,1220.0,1.0,0,1383.0,1383,9400.0,0,21979.0,0,29.0,393,16184.0,27,5,19,0,150,GEN
Chovy,Annie,MID,15,1,0,15,Perfect KDA,209,4.0,,8.8,9714,410,17.6%,38.0,9.0,11.0,2.0,2,1.61,0.38,0.08,0.46,19.1%,17469,1950,15519,0,738,24%,0.68,55.2%,,0.0,0.0,0.0,0.0,514.0,18.0,399.0,0.0,0,1330.0,1330,2607.0,0,5692.0,3103,26.0,240,7697.0,0,6,25,0,0,GEN
Peyz,Kai'Sa,ADC,14,5,2,10,7.5,217,19.0,,9.2,11983,506,21.7%,36.0,18.0,9.0,3.0,3,1.52,0.76,0.13,0.38,18.1%,13189,9795,2942,452,557,18.1%,0.63,51.7%,,0.0,0.0,0.0,0.0,106.0,23.0,1417.0,1.0,0,6022.0,6022,2733.0,0,7383.0,0,4.0,119,10224.0,40,4,21,0,0,GEN
Delight,Rakan,SUPPORT,12,2,1,23,25,40,0.0,,1.7,7740,327,14%,68.0,36.0,10.0,8.0,8,2.87,1.52,0.34,0.42,34.2%,5509,807,3900,802,233,7.6%,1.06,86.2%,1.0,1.0,0.0,0.0,0.0,1045.0,0.0,841.0,1.0,0,3835.0,3835,5439.0,1618,12825.0,2393,27.0,49,10780.0,30,10,22,50,150,GEN
Burdol,K'Sante,TOP,17,2,3,8,3.3,235,0.0,,6.4,12320,334,19.3%,36.0,9.0,6.0,5.0,4,0.98,0.24,0.14,0.16,12.2%,9838,7853,590,1395,267,13.3%,0.27,58.8%,1.0,0.0,0.0,0.0,0.0,-554.0,-22.0,-703.0,0.0,0,0.0,0,4177.0,0,45743.0,644,27.0,2851,36056.0,157,7,28,300,0,LSB
Willer,Poppy,JUNGLE,16,1,3,11,4,167,144.0,,4.5,11244,305,17.6%,60.0,20.0,11.0,19.0,18,1.63,0.54,0.51,0.3,20.3%,6920,4244,1910,766,188,9.3%,0.33,70.6%,,0.0,0.0,0.0,0.0,-1273.0,-17.0,-832.0,0.0,0,0.0,0,11894.0,0,57851.0,1556,30.0,705,34561.0,99,20,37,0,0,LSB
Clozer,Azir,MID,18,7,5,3,2,315,19.0,,8.5,15906,431,24.9%,38.0,12.0,11.0,5.0,3,1.03,0.33,0.14,0.3,12.8%,33416,386,31505,1525,906,45.1%,0.27,58.8%,,2.0,0.0,0.0,0.0,254.0,9.0,-182.0,0.0,0,0.0,0,1315.0,0,13441.0,0,11.0,211,22178.0,192,10,29,800,150,LSB
Teddy,Xayah,ADC,16,7,6,6,2.2,325,32.0,,8.8,16153,438,25.2%,46.0,13.0,15.0,4.0,4,1.25,0.35,0.11,0.41,15.5%,17092,15728,0,1364,463,23.1%,0.35,76.5%,,1.0,1.0,0.0,0.0,597.0,9.0,-94.0,0.0,0,299.0,299,5767.0,887,13221.0,0,14.0,107,22305.0,175,6,33,300,650,LSB
Kael,Alistar,SUPPORT,13,0,7,14,2,28,0.0,,0.8,8358,227,13.1%,116.0,64.0,9.0,25.0,22,3.14,1.73,0.68,0.24,39.2%,6814,572,4727,1515,185,9.2%,0.38,82.4%,,0.0,0.0,0.0,0.0,140.0,1.0,-77.0,0.0,0,0.0,0,8088.0,5825,23688.0,0,37.0,59,22977.0,168,28,41,0,0,LSB
Canna,Rumble,TOP,18,2,2,12,7,282,16.0,,7.6,13631,369,18.9%,51.0,17.0,3.0,7.0,5,1.38,0.46,0.19,0.08,14.4%,28611,308,26094,2209,775,25%,0.38,58.3%,,0.0,0.0,0.0,0.0,554.0,22.0,703.0,0.0,0,2123.0,2123,2622.0,0,16961.0,0,21.0,376,17593.0,108,10,25,100,150,Dplus KIA
Canyon,Lee Sin,JUNGLE,17,5,5,15,4,226,195.0,,6.1,14070,381,19.5%,65.0,25.0,10.0,13.0,12,1.76,0.68,0.35,0.27,18.4%,17753,13053,2091,2609,481,15.5%,0.54,83.3%,,2.0,0.0,0.0,0.0,1273.0,17.0,832.0,0.0,1,0.0,0,18866.0,0,51569.0,364,28.0,689,36674.0,155,16,39,650,450,Dplus KIA
ShowMaker,Sylas,MID,18,4,3,8,4,298,12.0,,8.1,15219,412,21.1%,34.0,10.0,8.0,7.0,7,0.92,0.27,0.19,0.22,9.6%,17068,207,14899,1962,463,14.9%,0.33,50%,,1.0,0.0,0.0,0.0,-254.0,-9.0,182.0,0.0,0,4833.0,4833,3871.0,0,37345.0,0,42.0,699,27841.0,103,8,32,0,500,Dplus KIA
Deft,Kai'Sa,ADC,18,13,2,8,10.5,379,32.0,,10.3,19697,534,27.3%,68.0,19.0,18.0,8.0,8,1.84,0.51,0.22,0.49,19.2%,45347,11561,30305,3481,1229,39.6%,0.57,87.5%,,2.0,0.0,1.0,0.0,-597.0,-9.0,94.0,0.0,0,14718.0,14718,5594.0,1110,11399.0,0,17.0,277,13381.0,53,9,33,50,300,Dplus KIA
Bible,Rell,SUPPORT,14,0,5,19,3.8,32,0.0,,0.9,9497,257,13.2%,136.0,74.0,12.0,21.0,20,3.69,2.01,0.57,0.33,38.4%,5751,575,3391,1785,156,5%,0.51,79.2%,,0.0,0.0,0.0,0.0,-140.0,-1.0,77.0,0.0,0,54.0,54,2601.0,0,26725.0,0,39.0,183,19110.0,160,24,40,0,0,Dplus KIA
Canna,Jax,TOP,18,1,1,6,7,280,16.0,,8.2,14402,423,21.6%,38.0,13.0,5.0,6.0,5,1.12,0.38,0.18,0.15,10.1%,11064,5913,4472,679,325,15.6%,0.21,53.8%,,0.0,0.0,0.0,0.0,185.0,4.0,295.0,0.0,0,7247.0,7247,2861.0,0,19422.0,0,14.0,237,17837.0,30,9,28,0,0,Dplus KIA
Canyon,Viego,JUNGLE,18,6,1,6,12,271,229.0,,8.0,15477,455,23.2%,42.0,7.0,7.0,11.0,5,1.23,0.21,0.32,0.21,11.1%,17070,14897,1262,911,502,24.1%,0.35,92.3%,,1.0,0.0,0.0,0.0,1746.0,26.0,1172.0,2.0,0,1990.0,1990,19037.0,159,40932.0,0,14.0,409,29662.0,42,6,27,150,250,Dplus KIA
ShowMaker,Annie,MID,16,1,2,8,4.5,216,0.0,,6.3,11446,336,17.1%,51.0,9.0,14.0,8.0,8,1.5,0.26,0.24,0.41,13.5%,15173,1015,14158,0,446,21.4%,0.26,69.2%,,0.0,0.0,0.0,0.0,-580.0,-24.0,-769.0,-1.0,0,275.0,275,1227.0,0,10162.0,2004,22.0,336,13184.0,42,10,31,0,0,Dplus KIA
Deft,Kai'Sa,ADC,18,5,1,4,9,368,26.0,,10.8,16850,495,25.2%,86.0,30.0,21.0,5.0,4,2.53,0.88,0.15,0.62,22.8%,23982,5712,18226,44,705,33.9%,0.26,69.2%,,0.0,0.0,0.0,0.0,93.0,-15.0,477.0,0.0,0,825.0,825,3844.0,536,13078.0,0,0.0,98,15176.0,39,5,30,50,200,Dplus KIA
Bible,Rakan,SUPPORT,12,0,2,10,5,40,0.0,,1.2,8581,252,12.9%,161.0,100.0,20.0,21.0,20,4.73,2.94,0.62,0.59,42.6%,3501,612,2288,601,103,4.9%,0.29,76.9%,,0.0,0.0,0.0,0.0,-59.0,-7.0,-383.0,0.0,0,135.0,135,5204.0,1182,17129.0,1667,22.0,116,14292.0,32,23,36,0,0,Dplus KIA
Burdol,Rumble,TOP,15,3,4,2,1.3,196,8.0,,5.8,10610,312,19.2%,30.0,12.0,2.0,7.0,7,0.88,0.35,0.21,0.06,10.5%,13718,381,13337,0,403,22.8%,0.15,71.4%,,1.0,0.0,0.0,0.0,-185.0,-4.0,-295.0,0.0,0,0.0,0,1719.0,0,18110.0,0,9.0,280,20512.0,136,10,28,250,50,LSB
Willer,Maokai,JUNGLE,14,0,2,6,3,151,125.0,,4.4,8706,256,15.8%,58.0,20.0,15.0,18.0,18,1.7,0.59,0.53,0.44,20.4%,7286,255,6223,808,214,12.1%,0.18,85.7%,,0.0,0.0,0.0,0.0,-1746.0,-26.0,-1172.0,-2.0,0,0.0,0,16478.0,2022,38424.0,0,39.0,631,28017.0,68,19,34,0,0,LSB
Clozer,Jayce,MID,17,3,3,4,2.3,327,0.0,,9.6,15111,444,27.4%,48.0,15.0,14.0,6.0,5,1.41,0.44,0.18,0.41,16.8%,21586,18194,2430,962,634,35.9%,0.21,100%,,1.0,0.0,0.0,0.0,580.0,24.0,769.0,1.0,0,6253.0,6253,1353.0,0,12501.0,0,5.0,174,14762.0,78,8,29,0,0,LSB
Teddy,Xayah,ADC,15,1,3,1,0.7,369,22.0,,10.8,13870,408,25.2%,44.0,16.0,28.0,7.0,6,1.29,0.47,0.21,0.82,15.4%,15112,14051,1025,36,444,25.1%,0.06,28.6%,,0.0,0.0,0.0,0.0,-93.0,15.0,-477.0,0.0,0,824.0,824,5018.0,0,15461.0,0,6.0,90,20597.0,83,10,29,200,150,LSB
Kael,Milio,SUPPORT,13,0,1,7,7,37,0.0,,1.1,6838,201,12.4%,105.0,57.0,15.0,18.0,18,3.09,1.67,0.53,0.44,36.8%,2506,697,1809,0,74,4.2%,0.21,100%,,0.0,0.0,0.0,0.0,59.0,7.0,383.0,0.0,0,88.0,88,8380.0,5645,5346.0,5684,13.0,88,10834.0,35,22,36,0,0,LSB
DuDu,Renekton,TOP,18,1,5,10,2.2,304,3.0,,8.6,14206,400,22%,54.0,13.0,13.0,7.0,7,1.52,0.37,0.2,0.37,16.6%,23389,17866,5004,519,659,26.7%,0.31,78.6%,,0.0,0.0,0.0,0.0,-402.0,10.0,12.0,0.0,0,2200.0,2200,18808.0,0,39392.0,0,18.0,47,49038.0,188,11,34,650,50,KDF
YoungJae,Maokai,JUNGLE,15,2,6,12,2.3,170,147.0,,4.8,10821,305,16.7%,53.0,15.0,17.0,15.0,12,1.49,0.42,0.42,0.48,16.3%,13008,652,11739,617,366,14.9%,0.39,100%,,0.0,0.0,0.0,0.0,-287.0,-16.0,-624.0,0.0,0,0.0,0,18941.0,1511,51702.0,0,59.0,535,37173.0,144,16,32,150,150,KDF
Bulldog,Tristana,MID,18,4,5,9,2.6,311,17.0,,8.8,14302,403,22.1%,39.0,19.0,7.0,8.0,7,1.1,0.54,0.23,0.2,12%,22870,19344,3297,229,644,26.1%,0.37,92.9%,,0.0,1.0,0.0,0.0,-584.0,-16.0,-724.0,-1.0,0,239.0,239,3744.0,0,15177.0,0,4.0,46,18836.0,137,9,33,50,300,KDF
Taeyoon,Ashe,ADC,16,6,5,7,2.6,369,20.0,,10.4,16646,469,25.8%,66.0,13.0,26.0,5.0,5,1.86,0.37,0.14,0.73,20.2%,25755,20544,5047,164,725,29.4%,0.37,92.9%,,2.0,0.0,0.0,0.0,-966.0,6.0,-681.0,0.0,0,3902.0,3902,3825.0,0,15047.0,0,45.0,1000,19773.0,153,6,30,150,650,KDF
Andil,Milio,SUPPORT,14,1,2,13,7,38,0.0,,1.1,8661,244,13.4%,114.0,68.0,12.0,21.0,20,3.21,1.91,0.59,0.34,35%,2572,562,1975,35,72,2.9%,0.39,100%,,0.0,0.0,0.0,0.0,-109.0,4.0,134.0,0.0,0,836.0,836,8270.0,4689,6927.0,4445,13.0,87,13156.0,21,23,36,0,0,KDF
kingen,Jax,TOP,18,1,3,11,4,304,0.0,,8.6,14086,397,19.4%,50.0,23.0,7.0,9.0,9,1.41,0.65,0.25,0.2,14.8%,28986,14315,14671,0,816,26%,0.34,52.2%,,0.0,0.0,0.0,0.0,402.0,-10.0,-12.0,0.0,0,3739.0,3739,8206.0,0,30137.0,0,16.0,156,30002.0,124,10,29,0,50,HLE
Grizzly,Sejuani,JUNGLE,16,4,3,10,4.7,181,160.0,,5.1,12219,344,16.9%,43.0,13.0,6.0,13.0,11,1.21,0.37,0.37,0.17,12.8%,13298,6739,5840,719,374,11.9%,0.39,60.9%,,0.0,0.0,0.0,0.0,287.0,16.0,624.0,0.0,1,527.0,527,17901.0,3302,61449.0,0,33.0,396,33678.0,100,14,34,400,0,HLE
Zeka,Yone,MID,18,5,2,11,8,362,46.0,,10.2,16048,452,22.1%,58.0,18.0,8.0,10.0,10,1.63,0.51,0.28,0.23,17.2%,21246,13971,4221,3054,598,19.1%,0.45,69.6%,,0.0,0.0,0.0,0.0,584.0,16.0,724.0,1.0,0,4114.0,4114,8602.0,0,48637.0,0,24.0,201,25208.0,75,11,35,50,300,HLE
Viper,Kai'Sa,ADC,18,12,1,5,17,403,48.0,,11.3,20300,572,28%,87.0,39.0,18.0,11.0,8,2.45,1.1,0.31,0.51,25.8%,40644,10817,29258,569,1144,36.5%,0.48,73.9%,,2.0,1.0,0.0,0.0,966.0,-6.0,681.0,0.0,0,14291.0,14291,2054.0,0,10604.0,0,2.0,104,11109.0,39,15,39,700,650,HLE
Life,Rell,SUPPORT,14,1,5,18,3.8,34,0.0,,1.0,9807,276,13.5%,99.0,59.0,15.0,17.0,17,2.79,1.66,0.48,0.42,29.4%,7191,799,5180,1212,202,6.5%,0.54,82.6%,,0.0,0.0,0.0,0.0,109.0,-4.0,-134.0,0.0,0,476.0,476,795.0,417,22616.0,0,33.0,115,15036.0,128,19,30,0,0,HLE
DuDu,Jax,TOP,18,5,0,5,Perfect KDA,439,40.0,,9.9,20412,458,25%,62.0,21.0,9.0,6.0,5,1.39,0.47,0.13,0.2,13.4%,19828,10280,9548,0,445,18.9%,0.22,66.7%,1.0,0.0,0.0,0.0,0.0,-323.0,1.0,92.0,0.0,0,7199.0,7199,11388.0,0,48863.0,0,14.0,186,37864.0,0,14,40,350,0,KDF
YoungJae,Sejuani,JUNGLE,17,2,3,8,3.3,224,195.0,,5.0,13128,295,16.1%,102.0,30.0,21.0,30.0,28,2.29,0.67,0.67,0.47,22.1%,9462,4611,3898,953,212,9%,0.22,66.7%,,0.0,0.0,0.0,0.0,367.0,13.0,180.0,0.0,0,0.0,0,23847.0,4245,96182.0,0,21.0,440,47656.0,100,31,47,0,150,KDF
Bulldog,Azir,MID,18,2,5,8,2,416,38.0,,9.3,18253,410,22.4%,74.0,24.0,9.0,9.0,9,1.66,0.54,0.2,0.2,16%,33039,203,32765,71,741,31.5%,0.22,66.7%,,0.0,0.0,0.0,0.0,-87.0,-1.0,122.0,0.0,0,6012.0,6012,2549.0,0,23811.0,0,10.0,237,26559.0,220,13,32,0,300,KDF
Taeyoon,Kai'Sa,ADC,18,4,4,10,3.5,449,38.0,,10.1,20044,450,24.6%,67.0,15.0,19.0,4.0,3,1.5,0.34,0.09,0.43,14.5%,39209,10786,27880,543,880,37.4%,0.31,93.3%,,0.0,0.0,0.0,0.0,343.0,0.0,448.0,1.0,0,2508.0,2508,4318.0,0,15430.0,0,1.0,168,21723.0,156,8,27,50,600,KDF
Andil,Leona,SUPPORT,15,2,3,6,2.7,44,0.0,,1.0,9790,220,12%,157.0,79.0,19.0,27.0,26,3.52,1.77,0.61,0.43,34%,3421,856,1533,1032,77,3.3%,0.18,53.3%,,0.0,0.0,0.0,0.0,296.0,10.0,57.0,0.0,0,70.0,70,1339.0,0,27057.0,0,22.0,126,19890.0,95,34,47,0,0,KDF
kingen,Gragas,TOP,18,4,0,4,Perfect KDA,371,4.0,,8.3,18737,420,22.1%,36.0,14.0,5.0,9.0,8,0.81,0.31,0.2,0.11,9.6%,33172,618,31679,875,744,27.4%,0.18,53.3%,,0.0,0.0,0.0,0.0,323.0,-1.0,-92.0,0.0,0,2172.0,2172,13864.0,0,24130.0,0,51.0,672,24858.0,0,12,34,450,0,HLE
Grizzly,Maokai,JUNGLE,17,1,5,10,2.2,170,139.0,,3.8,13683,307,16.1%,63.0,18.0,15.0,17.0,17,1.41,0.4,0.38,0.34,16.8%,14275,532,12258,1485,320,11.8%,0.25,73.3%,,0.0,0.0,0.0,0.0,-367.0,-13.0,-180.0,0.0,0,392.0,392,28306.0,3626,61932.0,0,57.0,654,48069.0,162,19,40,350,0,HLE
Zeka,Tristana,MID,18,7,2,7,7,466,28.0,,10.5,22124,496,26%,76.0,25.0,19.0,10.0,10,1.71,0.56,0.22,0.43,20.3%,33580,30620,1798,1162,753,27.7%,0.31,93.3%,,2.0,0.0,0.0,0.0,87.0,1.0,-122.0,0.0,0,12815.0,12815,9480.0,0,34931.0,0,7.0,107,21626.0,101,13,34,250,100,HLE
Viper,Aphelios,ADC,18,3,3,5,2.7,465,31.0,,10.4,20200,453,23.8%,51.0,17.0,17.0,5.0,5,1.14,0.38,0.11,0.38,13.6%,33468,32562,673,233,751,27.6%,0.18,53.3%,,0.0,0.0,0.0,0.0,-343.0,0.0,-448.0,-1.0,0,10684.0,10684,8948.0,0,31142.0,0,12.0,191,18221.0,123,10,36,0,300,HLE
Life,Nautilus,SUPPORT,16,0,5,8,1.6,38,0.0,,0.9,10207,229,12%,148.0,95.0,10.0,28.0,25,3.32,2.13,0.63,0.22,39.6%,6644,1053,4085,1506,149,5.5%,0.18,53.3%,,0.0,0.0,0.0,0.0,-296.0,-10.0,-57.0,0.0,0,179.0,179,2345.0,540,34216.0,0,45.0,244,22677.0,162,31,46,0,0,HLE
Kiin,Renekton,TOP,16,1,1,9,10,263,0.0,,9.0,12495,428,22%,26.0,9.0,4.0,2.0,2,0.89,0.31,0.07,0.14,9%,17313,14638,2583,92,593,31.1%,0.34,83.3%,,0.0,0.0,0.0,0.0,629.0,18.0,704.0,0.0,0,4053.0,4053,10282.0,0,25950.0,0,11.0,50,23806.0,35,3,27,150,100,KT
Cuzz,Nocturne,JUNGLE,15,1,1,7,8,222,183.0,,7.6,11225,384,19.7%,91.0,32.0,15.0,10.0,9,3.12,1.1,0.34,0.51,31.6%,4777,3830,411,536,164,8.6%,0.27,66.7%,,0.0,0.0,0.0,0.0,1066.0,13.0,901.0,1.0,0,1728.0,1728,12454.0,0,25859.0,0,97.0,626,21825.0,32,11,26,0,0,KT
Bdd,Neeko,MID,16,4,1,6,10,227,4.0,,7.8,11617,398,20.4%,39.0,12.0,7.0,9.0,9,1.34,0.41,0.31,0.24,13.5%,13309,921,12388,0,456,23.9%,0.34,83.3%,,0.0,0.0,0.0,0.0,1151.0,30.0,765.0,0.0,0,3543.0,3543,767.0,0,7273.0,0,26.0,138,12107.0,35,12,25,150,50,KT
Aiming,Kai'Sa,ADC,15,6,2,5,5.5,301,16.0,,10.3,14567,499,25.6%,34.0,12.0,9.0,3.0,3,1.16,0.41,0.1,0.31,11.8%,17875,5681,11764,430,612,32.1%,0.38,91.7%,,0.0,1.0,0.0,0.0,910.0,20.0,479.0,0.0,0,5861.0,5861,1895.0,0,6246.0,0,3.0,45,8506.0,69,4,23,0,150,KT
Lehends,Alistar,SUPPORT,12,0,1,10,10,34,0.0,,1.2,7001,240,12.3%,98.0,55.0,11.0,17.0,17,3.36,1.88,0.58,0.38,34%,2461,135,2326,0,84,4.4%,0.34,83.3%,,0.0,0.0,0.0,0.0,97.0,2.0,15.0,1.0,0,130.0,130,8779.0,4905,19366.0,0,25.0,91,12384.0,27,19,31,0,0,KT
Morgan,Jax,TOP,16,4,1,1,5,266,16.0,,9.1,11955,409,25.3%,30.0,13.0,3.0,8.0,5,1.03,0.45,0.27,0.1,12%,16766,8311,8172,283,574,34.3%,0.17,83.3%,,1.0,0.0,0.0,0.0,-629.0,-18.0,-704.0,0.0,0,7252.0,7252,4937.0,0,16925.0,0,8.0,188,19035.0,0,9,32,150,150,BRION
UmTi,Sejuani,JUNGLE,13,0,2,6,3,156,135.0,,5.3,8301,284,17.6%,51.0,12.0,16.0,12.0,11,1.75,0.41,0.41,0.55,20.5%,9357,4332,4420,605,320,19.2%,0.21,100%,,0.0,0.0,0.0,0.0,-1066.0,-13.0,-901.0,-1.0,0,0.0,0,15843.0,2401,35422.0,0,21.0,328,26465.0,40,13,27,0,0,BRION
