Player,Champion,Role,Level,Kills,Deaths,Assists,KDA,CS,CS in Team's Jungle,CS in Enemy Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Shutdown bounty collected,Shutdown bounty lost
Grizzly,Sejuani,JUNGLE,14,0,1,6,6,161,136,,5.9,8879,327,16.7%,42,10,10,8,8,1.55,0.37,0.29,0.37,16.9%,8574,4379,3847,348,316,13.5%,0.22,60%,,0,0,0,0,-799,-19,-673,0,0,276,276,13786,1763,35375,0,18,332,23114,0,9,30,0,0
Zeka,Tristana,MID,17,6,1,2,8,289,8,,10.6,14927,550,28%,32,15,7,7,6,1.18,0.55,0.26,0.26,12.9%,22102,19385,2049,668,814,34.9%,0.29,80%,,2,0,0,0,953,24,869,0,0,20984,20984,5507,0,16036,0,7,71,12362,14,8,24,450,0
Viper,Kai,ADC,15,1,1,6,7,299,10,,11,11910,439,22.4%,52,31,11,9,9,1.92,1.14,0.33,0.41,20.9%,15982,4792,11190,0,589,25.2%,0.26,70%,,0,0,0,0,29,-7,-404,0,0,1491,1491,1123,0,5929,0,0,15,7428,32,10,26,0,50
Life,Rell,SUPPORT,11,2,1,6,8,29,0,,1.1,7457,275,14%,92,49,10,17,17,3.39,1.8,0.63,0.37,36.9%,3173,382,2463,328,117,5%,0.29,80%,,1,0,0,0,-215,-1,-53,0,0,0,0,802,159,8077,0,23,96,5973,21,19,27,0,0
Zeus,Gnar,TOP,18,5,2,0,2.5,298,15,,10.4,14716,515,25.8%,22,13,1,4,4,0.77,0.46,0.14,0.04,8.2%,24240,18184,5468,588,849,33.6%,0.18,50%,2,1,0,0,0,-778,2,140,0,0,13477,13477,4472,0,16153,0,27,504,16326,67,6,21,0,600
Oner,Rell,JUNGLE,15,0,1,8,8,178,150,,6.2,9423,330,16.5%,48,12,13,10,10,1.68,0.42,0.35,0.46,17.8%,5519,978,4409,132,193,7.6%,0.28,80%,,0,0,0,0,-330,31,241,0,1,0,0,10690,186,41678,0,18,288,18499,30,11,25,0,0
Poby,Azir,MID,17,2,3,4,2,290,24,,10.2,11895,417,20.9%,37,16,11,9,7,1.3,0.56,0.32,0.39,13.8%,14194,311,13883,0,497,19.7%,0.21,60%,,1,0,0,0,-296,-1,-566,0,1,1216,1216,1419,0,11616,0,10,180,14412,120,12,30,0,150
Gumayusi,Kai,ADC,15,3,0,4,Perfect KDA,298,4,,10.4,13571,475,23.8%,59,29,12,6,6,2.07,1.02,0.21,0.42,21.9%,22678,5349,17329,0,794,31.4%,0.25,70%,,1,0,0,0,763,18,283,0,0,2489,2489,1039,0,4086,0,0,0,5356,0,6,25,0,0
Keria,Nautilus,SUPPORT,13,0,0,6,Perfect KDA,52,0,,1.8,7416,260,13%,103,43,20,14,12,3.61,1.51,0.49,0.7,38.3%,5571,1189,3142,1240,195,7.7%,0.21,60%,,0,0,0,0,57,6,125,0,0,0,0,4056,942,15127,0,38,284,8624,0,16,32,0,0
Rascal,Renekton,TOP,15,2,3,1,1,253,0,,8.9,10469,367,22.5%,33,9,11,3,3,1.16,0.32,0.11,0.39,13%,5629,4872,757,0,197,16.4%,0.11,50%,,0,0,0,0,778,-2,-140,0,0,516,516,6356,0,21672,0,6,27,28630,119,5,22,0,0
Croco,Sejuani,JUNGLE,13,1,1,4,5,150,122,,5.3,8763,307,18.8%,61,17,17,17,14,2.14,0.6,0.6,0.6,24%,5034,2348,2464,222,176,14.6%,0.18,83.3%,,0,0,0,0,330,-31,-241,0,0,0,0,16656,1730,31076,0,18,246,27007,0,18,33,0,0
FATE,Ahri,MID,15,1,2,3,2,252,4,,8.8,10269,360,22.1%,41,18,9,4,4,1.44,0.63,0.14,0.32,16.1%,10288,914,6201,3173,360,29.9%,0.14,66.7%,,0,0,0,0,296,1,566,0,0,1897,1897,2352,0,8777,0,9,58,13537,45,4,18,0,0
Paduck,Xayah,ADC,14,2,2,1,1.5,261,15,,9.1,11175,391,24%,35,15,8,6,6,1.23,0.53,0.21,0.28,13.8%,10627,10474,99,54,372,30.9%,0.11,50%,1,0,0,0,0,-763,-18,-283,0,0,1696,1696,3473,0,7233,0,9,60,14532,43,7,23,750,0
BeryL,Alistar,SUPPORT,11,0,2,2,1,33,0,,1.2,5842,205,12.6%,84,46,10,11,11,2.94,1.61,0.39,0.35,33.1%,2792,315,1760,717,98,8.1%,0.07,33.3%,,0,0,0,0,-57,-6,-125,0,0,70,70,4257,2064,19365,0,23,56,12600,35,13,27,0,0
Zeus,Renekton,TOP,15,0,2,7,3.5,237,13,,7.6,10145,326,19.6%,34,10,6,7,6,1.09,0.32,0.22,0.19,14.5%,11615,9659,1956,0,373,18.7%,0.22,87.5%,,0,0,0,0,246,28,601,0,0,0,0,9010,0,22939,0,12,33,25930,45,8,25,0,200
Oner,Maokai,JUNGLE,13,2,4,6,2,150,135,,4.8,9487,305,18.4%,41,9,14,7,6,1.32,0.29,0.22,0.45,17.4%,14060,532,13111,417,452,22.6%,0.26,100%,,0,0,0,0,468,13,711,1,0,0,0,15602,564,32276,0,45,506,30936,97,8,23,300,0
Poby,Azir,MID,16,0,4,2,0.5,299,4,,9.6,12085,388,23.4%,37,12,13,4,3,1.19,0.39,0.13,0.42,15.7%,11364,177,11031,156,365,18.3%,0.06,25%,,0,0,0,0,-1071,-24,-1210,-1,0,4363,4363,906,0,10276,0,4,153,14723,100,7,21,0,100
Gumayusi,Ezreal,ADC,15,4,2,2,3,315,19,,10.1,12854,413,24.9%,33,12,14,5,5,1.06,0.39,0.16,0.45,14%,22121,15288,6398,435,711,35.6%,0.19,75%,,0,1,0,0,-1335,-1,-282,0,0,0,0,8297,0,11278,0,5,90,20333,21,6,23,100,250
Keria,Leona,SUPPORT,11,2,5,4,1.2,32,0,,1,7107,228,13.8%,90,53,7,19,16,2.89,1.7,0.61,0.22,38.3%,2918,721,1286,911,94,4.7%,0.19,75%,,0,0,0,0,528,0,-321,0,0,211,211,877,0,19037,0,33,140,16340,83,21,37,0,150
Rascal,K,TOP,17,5,0,7,Perfect KDA,239,0,,7.7,12652,407,20.8%,34,10,7,6,5,1.09,0.32,0.19,0.22,12.3%,14858,11650,2434,774,477,18.9%,0.39,70.6%,,1,0,0,0,-246,-28,-601,0,0,585,585,7989,0,40012,115,30,509,22038,0,7,24,100,0
Croco,Sejuani,JUNGLE,14,1,1,14,15,146,124,,4.7,10188,327,16.7%,66,14,18,12,12,2.12,0.45,0.39,0.58,23.9%,6583,3282,3019,282,212,8.4%,0.48,88.2%,,0,0,0,0,-468,-13,-711,-1,0,86,86,16141,2504,40156,0,17,243,27307,37,14,30,0,0
FATE,Tristana,MID,17,4,2,9,6.5,332,27,,10.7,15925,512,26.2%,30,12,6,4,4,0.96,0.39,0.13,0.19,10.9%,21224,19653,1373,198,682,26.9%,0.42,76.5%,,1,0,0,0,1071,24,1210,1,0,24273,24273,4473,0,19261,0,3,63,10973,73,5,21,350,100
Paduck,Varus,ADC,15,7,2,6,6.5,249,8,,8,14064,452,23.1%,38,20,5,3,3,1.22,0.64,0.1,0.16,13.8%,30425,25032,5393,0,978,38.6%,0.42,76.5%,,1,1,0,0,1335,1,282,0,0,2205,2205,2100,0,5877,0,29,234,10477,67,4,23,250,300
BeryL,Braum,SUPPORT,12,0,3,12,4,36,0,,1.2,8012,257,13.2%,108,53,15,16,15,3.47,1.7,0.51,0.48,39.1%,5679,354,5325,0,183,7.2%,0.39,70.6%,,0,0,0,0,-528,0,321,0,0,79,79,4689,775,23287,2196,23,125,18699,66,18,34,0,0
Zeus,Rumble,TOP,17,0,2,4,2,286,31,,8,12515,350,20.7%,35,14,5,9,7,0.98,0.39,0.25,0.14,10.7%,15696,129,15390,177,439,30.7%,0.11,100%,,0,0,0,0,560,17,413,0,0,848,848,1247,0,16576,0,9,262,14427,38,12,27,0,50
Oner,Vi,JUNGLE,14,0,3,2,0.7,194,166,,5.4,10918,306,18.1%,61,13,16,12,11,1.71,0.36,0.34,0.45,18.7%,3298,2907,0,391,92,6.5%,0.06,50%,,0,0,0,0,960,30,900,1,0,1066,1066,7614,0,28375,0,9,303,19451,130,13,30,0,0
Poby,Azir,MID,17,2,1,1,3,308,28,,8.6,14089,394,23.3%,52,21,11,10,10,1.46,0.59,0.28,0.31,15.9%,12225,246,11979,0,342,23.9%,0.08,75%,,0,0,0,0,-79,1,172,0,0,6178,6178,1704,0,9171,0,6,222,13594,0,13,31,0,100
Gumayusi,Zeri,ADC,17,2,2,2,2,411,39,,11.5,15732,440,26%,57,12,22,6,6,1.6,0.34,0.17,0.62,17.4%,17506,10760,6638,108,490,34.2%,0.11,100%,,1,0,0,0,-642,1,-446,0,0,3360,3360,5391,0,13562,0,4,116,18513,21,7,27,0,750
Keria,Alistar,SUPPORT,11,0,3,1,0.3,36,0,,1,7141,200,11.8%,122,66,14,20,19,3.41,1.85,0.56,0.39,37.3%,2391,151,1357,883,67,4.7%,0.03,25%,,0,0,0,0,-117,0,-77,0,0,0,0,2115,1007,16911,0,20,75,13675,64,23,36,0,0
Rascal,K,TOP,18,1,0,4,Perfect KDA,290,0,,8.1,13074,366,19.9%,52,10,11,5,5,1.46,0.28,0.14,0.31,14.5%,7163,6183,450,530,200,12.6%,0.14,45.5%,,0,0,0,0,-560,-17,-413,0,0,2542,2542,5683,0,33871,16,22,2389,20540,0,6,27,0,0
Croco,Maokai,JUNGLE,15,2,2,7,4.5,137,116,,3.8,10917,306,16.6%,62,16,12,17,14,1.74,0.45,0.48,0.34,17.3%,11330,421,10743,166,317,19.9%,0.25,81.8%,,0,0,0,0,-960,-30,-900,-1,0,0,0,18127,2834,25776,0,46,371,26385,37,18,36,100,0
FATE,Jayce,MID,18,3,1,5,8,325,28,,9.1,15707,440,23.9%,50,19,12,8,8,1.4,0.53,0.22,0.34,14%,23973,21110,1854,1009,671,42.1%,0.22,72.7%,,0,0,0,0,79,-1,-172,0,0,9157,9157,1100,0,7575,0,4,122,10706,42,10,31,50,0
Paduck,Xayah,ADC,17,4,1,4,8,365,36,,10.2,16922,474,25.7%,51,16,16,7,6,1.43,0.45,0.2,0.45,14.2%,10700,10700,0,0,299,18.8%,0.22,72.7%,,1,0,0,0,642,-1,446,0,0,6766,6766,3762,0,7293,0,7,68,12250,39,9,29,750,0
BeryL,Rell,SUPPORT,14,1,0,7,Perfect KDA,44,0,,1.2,9109,255,13.9%,143,71,22,19,19,4,1.99,0.53,0.62,39.9%,3828,480,2843,505,107,6.7%,0.22,72.7%,,0,0,0,0,117,0,77,0,0,824,824,1284,0,15575,0,27,101,10405,0,21,36,0,0
DuDu,K,TOP,13,2,5,1,0.6,199,0,,7.6,9071,346,20.4%,17,7,1,2,2,0.65,0.27,0.08,0.04,9.3%,6529,5680,507,342,249,16%,0.11,42.9%,,1,0,0,0,202,6,-51,0,0,140,140,521,0,25462,169,23,999,19718,152,3,16,300,50
YoungJae,Nocturne,JUNGLE,13,1,2,4,2.5,166,139,,6.3,8770,335,19.7%,44,16,7,7,5,1.68,0.61,0.27,0.27,24%,7350,6261,521,568,280,18%,0.19,71.4%,,0,0,0,0,-380,6,-391,0,0,0,0,14661,0,16539,0,101,491,27468,33,8,23,150,0
Bulldog,Tristana,MID,15,1,4,2,0.8,241,8,,9.2,9757,372,22%,30,12,7,7,5,1.14,0.46,0.27,0.27,16.4%,7742,5756,1986,0,295,19%,0.11,42.9%,,0,0,0,0,-1142,-11,-920,0,0,626,626,3247,0,7863,0,2,18,15597,81,8,26,0,0
Taeyoon,Samira,ADC,13,3,4,3,1.5,237,4,,9,11182,427,25.2%,27,10,9,5,4,1.03,0.38,0.19,0.34,14.8%,14857,12722,2007,128,567,36.4%,0.23,85.7%,,1,0,0,0,571,13,398,0,0,1773,1773,3206,0,8443,0,4,4,16096,106,7,21,200,0
Andil,Nautilus,SUPPORT,10,0,5,3,0.6,30,0,,1.1,5639,215,12.7%,65,37,3,12,10,2.48,1.41,0.46,0.11,35.5%,4375,647,3119,609,167,10.7%,0.11,42.9%,,0,0,0,0,-53,-6,-34,0,0,129,129,350,0,16964,0,41,236,12997,120,15,25,0,0
Kiin,Rumble,TOP,16,3,1,8,11,234,14,,8.9,11139,425,20.8%,21,10,2,3,3,0.8,0.38,0.11,0.08,10.8%,21711,504,21207,0,828,31.6%,0.42,55%,,0,0,0,0,-202,-6,51,0,0,2948,2948,7,0,12272,0,12,291,9338,48,5,22,0,200
Cuzz,Poppy,JUNGLE,14,6,0,11,Perfect KDA,163,138,,6.2,10885,415,20.4%,42,8,11,5,5,1.6,0.31,0.19,0.42,21.5%,9907,7341,1575,991,378,14.4%,0.65,85%,,1,0,0,0,380,-6,391,0,1,1943,1943,7100,0,36142,0,29,1424,14400,0,6,20,0,0
Bdd,Azir,MID,16,7,1,5,12,234,4,,8.9,12007,458,22.5%,34,15,9,6,6,1.3,0.57,0.23,0.34,17.4%,18262,217,18045,0,697,26.6%,0.46,60%,,1,0,0,0,1142,11,920,0,0,8878,8878,1831,0,8674,0,8,167,11719,37,8,23,0,300
Aiming,Zeri,ADC,14,3,2,7,5,251,24,,9.6,11889,453,22.3%,28,10,11,2,2,1.07,0.38,0.08,0.42,14.4%,10372,5982,4103,287,396,15.1%,0.38,50%,,0,0,0,0,-571,-13,-398,0,0,7626,7626,1864,0,5385,0,6,126,11346,79,4,22,0,150
Lehends,Maokai,SUPPORT,12,1,3,15,5.3,37,0,,1.4,7509,286,14.1%,70,33,2,7,6,2.67,1.26,0.27,0.08,35.9%,8518,509,8009,0,325,12.4%,0.61,80%,,0,0,0,0,53,6,34,0,0,123,123,4022,677,21431,0,44,199,15330,71,10,23,50,0
DuDu,K,TOP,16,1,1,2,3,271,0,,9,11109,371,21.4%,17,5,5,1,1,0.57,0.17,0.03,0.17,6.7%,4904,4170,523,211,164,12.7%,0.1,50%,,0,0,0,0,1302,42,1997,2,0,1399,1399,746,0,16886,0,11,3331,11856,0,3,22,0,0
YoungJae,Kha,JUNGLE,14,2,3,3,1.7,198,180,,6.6,11081,370,21.3%,75,33,16,12,10,2.5,1.1,0.4,0.53,29.6%,7938,6996,237,705,265,20.6%,0.17,83.3%,1,0,0,0,0,1859,23,1333,1,0,586,586,12624,0,14140,0,8,229,23275,76,13,29,0,150
Bulldog,LeBlanc,MID,17,2,3,1,1,288,0,,9.6,12066,403,23.2%,36,11,7,10,9,1.2,0.37,0.33,0.23,14.2%,12720,2832,9848,40,424,33.1%,0.1,50%,,0,0,0,0,52,-9,-143,0,0,1099,1099,5530,0,11769,0,10,33,18050,43,10,30,0,50
Taeyoon,Xayah,ADC,14,1,6,2,0.5,262,8,,8.7,11774,393,22.6%,28,13,5,7,6,0.93,0.43,0.23,0.17,11.1%,10342,10195,76,71,345,26.9%,0.1,50%,,0,0,0,0,-2035,-50,-1026,-1,0,1784,1784,1591,0,7116,0,11,94,13649,128,12,30,400,150
Andil,Rakan,SUPPORT,9,0,3,2,0.7,37,0,,1.2,5994,200,11.5%,97,47,12,15,13,3.24,1.57,0.5,0.4,38.3%,2565,221,1969,375,86,6.7%,0.07,33.3%,,0,0,0,0,-736,17,-779,-1,0,0,0,2222,621,9955,677,16,58,10810,49,17,28,0,0
Kiin,Jax,TOP,17,1,3,4,1.7,271,40,,9,11503,384,18.9%,28,15,5,4,4,0.93,0.5,0.13,0.17,12.6%,8349,4125,4224,0,279,14.6%,0.17,31.3%,,0,0,0,0,-1302,-42,-1997,-2,0,3885,3885,1780,0,10530,0,10,221,15060,69,6,30,0,0
Cuzz,Poppy,JUNGLE,14,0,1,12,12,135,112,,4.5,9178,306,15.1%,48,11,14,10,8,1.6,0.37,0.33,0.47,21.5%,5680,4097,1250,333,190,10%,0.4,75%,,0,0,0,0,-1859,-23,-1333,-1,0,194,194,11002,411,39740,0,14,600,21840,0,11,27,0,0
Bdd,Neeko,MID,17,4,1,1,5,316,8,,10.5,13301,444,21.9%,26,6,4,3,3,0.87,0.2,0.1,0.13,11.7%,9844,810,9034,0,328,17.3%,0.17,31.3%,1,0,0,0,0,-52,9,143,0,0,7856,7856,1111,0,6950,0,20,223,11759,10,5,20,150,0
Aiming,Zeri,ADC,16,11,1,2,13,358,14,,11.9,18196,607,30%,38,12,21,3,3,1.27,0.4,0.1,0.7,17%,27638,15180,11799,659,922,48.5%,0.43,81.3%,1,2,0,1,0,2035,50,1026,1,0,14397,14397,2281,0,12336,0,8,140,9612,30,5,24,200,400
Lehends,Lulu,SUPPORT,13,0,0,13,Perfect KDA,25,0,,0.8,8555,285,14.1%,83,54,12,17,15,2.77,1.8,0.57,0.4,37.2%,5510,1010,4500,0,184,9.7%,0.43,81.3%,,0,0,0,0,736,-17,779,1,0,1777,1777,2453,136,5024,4841,25,246,7866,0,19,31,0,0
Doran,Jax,TOP,18,2,2,4,3,387,22,,9.4,18578,451,22.9%,45,18,10,6,3,1.09,0.44,0.15,0.24,10.6%,14739,7014,7725,0,358,20%,0.15,50%,,0,0,0,0,967,9,803,1,0,16836,16836,5485,0,29111,0,7,187,29487,109,10,34,200,300
Peanut,Maokai,JUNGLE,17,1,0,9,Perfect KDA,218,194,,5.3,13185,320,16.3%,80,14,23,10,9,1.94,0.34,0.24,0.56,18.9%,20207,498,18641,1068,490,27.4%,0.24,83.3%,,0,0,0,0,443,-8,256,0,0,490,490,20478,2023,38865,0,63,762,27587,0,13,35,0,0
Chovy,Yone,MID,18,5,0,5,Perfect KDA,455,42,,11,19805,481,24.4%,61,7,25,5,5,1.48,0.17,0.12,0.61,14.4%,22469,14875,5501,2093,545,30.5%,0.24,83.3%,,0,0,1,0,325,5,-452,0,0,2477,2477,7897,0,34897,0,22,255,17453,0,7,26,0,0
Peyz,Samira,ADC,18,4,1,5,9,466,52,,11.3,19401,471,23.9%,66,15,28,4,4,1.6,0.36,0.1,0.68,15.6%,11294,9250,1921,123,274,15.3%,0.22,75%,,1,0,0,0,-191,-7,-290,-1,0,5748,5748,10331,0,14033,0,1,77,20416,0,6,24,0,700
Delight,Nautilus,SUPPORT,14,0,1,8,8,50,0,,1.2,10064,244,12.4%,171,82,27,25,23,4.15,1.99,0.61,0.66,40.4%,5000,627,3532,841,121,6.8%,0.19,66.7%,,0,0,0,0,66,0,-111,0,0,146,146,1460,0,23063,0,33,166,13465,0,28,45,0,0
Clear,Renekton,TOP,18,0,3,2,0.7,330,20,,8,13600,330,19.8%,35,16,5,12,11,0.85,0.39,0.29,0.12,8.7%,14621,13124,1497,0,355,21.9%,0.05,50%,,0,0,0,0,-967,-9,-803,-1,0,964,964,15108,0,30936,0,13,49,39437,89,13,33,0,0
Willer,Wukong,JUNGLE,16,1,3,2,1,207,181,,5,11989,291,17.5%,68,20,15,19,19,1.65,0.49,0.46,0.36,16.9%,5084,4245,579,260,123,7.6%,0.07,75%,,0,0,0,0,-443,8,-256,0,0,956,956,12739,0,24320,0,7,166,28969,76,21,38,50,0
Clozer,Azir,MID,18,2,1,2,4,458,24,,11.1,18332,445,26.7%,52,20,9,10,9,1.26,0.49,0.24,0.22,12.9%,27944,353,27541,50,678,41.9%,0.1,100%,,0,0,0,0,-325,-5,452,0,0,3246,3246,2220,0,12448,0,12,252,14677,0,14,32,250,200
Teddy,Varus,ADC,18,1,2,2,1.5,387,17,,9.4,16444,399,24%,96,53,22,15,14,2.33,1.29,0.36,0.53,23.8%,16329,14877,1378,74,396,24.5%,0.07,75%,,0,0,0,0,191,7,290,1,1,396,396,1850,0,6585,0,16,549,10127,54,17,41,700,0
Kael,Rell,SUPPORT,13,0,3,1,0.3,33,0,,0.8,8252,200,12%,152,92,12,29,29,3.69,2.23,0.7,0.29,37.7%,2793,293,1637,863,68,4.2%,0.02,25%,,0,0,0,0,-66,0,111,0,0,0,0,1234,0,15321,0,23,131,12130,57,31,47,0,0
Clear,Renekton,TOP,17,0,4,6,1.5,271,8,,8.1,11987,359,20.7%,39,11,9,7,7,1.17,0.33,0.21,0.27,13.9%,14558,12263,2295,0,436,19.1%,0.18,46.2%,,0,0,0,0,140,7,1054,1,0,2963,2963,12036,0,34973,0,14,39,36010,148,9,28,0,0
Willer,Maokai,JUNGLE,15,1,3,10,3.7,168,140,,5,10509,315,18.1%,56,19,11,17,17,1.68,0.57,0.51,0.33,19.9%,11850,365,11073,412,355,15.5%,0.33,84.6%,,0,0,0,0,-699,-22,-298,0,0,201,201,18684,1085,42908,0,47,543,34886,92,18,34,300,0
Clozer,Azir,MID,17,6,4,4,2.5,286,8,,8.6,13848,415,23.9%,26,14,3,7,7,0.78,0.42,0.21,0.09,9.3%,22079,280,21757,42,661,28.9%,0.3,76.9%,,2,0,0,0,1061,3,337,0,0,818,818,1739,0,16750,0,12,217,19117,155,11,25,50,700
Teddy,Lucian,ADC,15,6,5,6,2.4,281,16,,8.4,14030,420,24.2%,54,19,14,8,7,1.62,0.57,0.24,0.42,19.2%,23095,20987,2108,0,691,30.3%,0.36,92.3%,,0,0,0,0,-341,10,354,0,0,851,851,3744,0,10428,0,0,23,17406,151,11,30,500,350
Kael,Nautilus,SUPPORT,12,0,7,11,1.6,41,0,,1.2,7603,228,13.1%,106,56,11,18,16,3.17,1.68,0.54,0.33,37.7%,4696,716,3272,708,141,6.2%,0.33,84.6%,,0,0,0,0,-17,2,176,1,0,0,0,1071,0,22957,0,52,276,15955,165,20,42,0,0
Doran,Jax,TOP,18,4,2,5,4.5,299,19,,9,14066,421,20.3%,38,16,5,6,5,1.14,0.48,0.18,0.15,12.7%,15249,7835,7242,172,457,15.8%,0.27,39.1%,1,0,0,0,0,-140,-7,-1054,-1,0,4032,4032,7621,0,22481,0,9,164,26188,49,7,27,300,350
Peanut,Rell,JUNGLE,16,0,4,13,3.3,196,180,,5.9,11267,337,16.2%,51,12,12,10,10,1.53,0.36,0.3,0.36,17%,8313,822,7014,477,249,8.6%,0.39,56.5%,,0,0,0,0,699,22,298,0,1,661,661,7947,400,50255,0,25,346,22503,136,11,26,0,0
Chovy,Yone,MID,18,4,2,9,6.5,319,18,,9.6,14825,444,21.4%,32,6,10,2,2,0.96,0.18,0.06,0.3,10.7%,28396,19613,6084,2699,850,29.5%,0.39,56.5%,,0,0,0,0,-1061,-3,-337,0,0,5152,5152,6699,0,29417,0,25,188,18381,85,5,29,0,200
Peyz,Zeri,ADC,18,15,2,7,11,355,40,,10.6,20538,615,29.6%,58,15,24,6,6,1.74,0.45,0.18,0.72,19.3%,41084,24177,16345,562,1230,42.6%,0.66,95.7%,1,2,0,1,0,341,-10,-354,0,0,8998,8998,9719,0,15771,0,6,130,17608,46,8,30,750,300
Delight,Leona,SUPPORT,14,0,3,12,4,48,0,,1.4,8653,259,12.5%,121,58,16,17,17,3.62,1.74,0.51,0.48,40.3%,3333,934,1456,943,100,3.5%,0.36,52.2%,,0,0,0,0,17,-2,-176,-1,0,799,799,1495,0,18006,0,21,87,14988,74,20,34,0,0
Clear,Jax,TOP,16,2,1,12,14,216,16,,7.8,11852,430,20.2%,31,12,7,7,5,1.13,0.44,0.25,0.25,12.1%,14824,8024,6800,0,538,21.4%,0.51,60.9%,,0,0,0,0,791,16,810,1,0,4143,4143,5886,0,17852,0,16,99,20248,0,8,23,0,200
Willer,Nocturne,JUNGLE,15,4,1,16,20,179,152,,6.5,11681,424,19.9%,63,25,11,11,11,2.29,0.91,0.4,0.4,24.5%,12264,10781,968,515,445,17.7%,0.73,87%,,0,0,0,0,935,27,1080,1,0,993,993,17779,0,26819,0,115,527,27238,27,12,25,0,0
Clozer,Ahri,MID,17,3,0,15,Perfect KDA,269,4,,9.8,12584,457,21.4%,38,18,5,10,9,1.38,0.65,0.36,0.18,14.8%,16086,1325,11233,3528,584,23.2%,0.65,78.3%,,1,0,0,0,-51,-1,213,0,0,5452,5452,8767,0,10987,0,24,107,19796,0,12,32,0,0
Teddy,Kai,ADC,15,14,2,5,9.5,269,7,,9.8,15083,548,25.7%,36,13,9,5,5,1.31,0.47,0.18,0.33,14%,23171,9784,13290,97,842,33.5%,0.69,82.6%,,3,2,0,0,335,-3,73,0,0,3049,3049,1664,0,8177,0,0,15,10776,81,5,26,0,650
Kael,Rell,SUPPORT,11,0,1,14,14,32,0,,1.2,7577,275,12.9%,89,46,10,15,15,3.23,1.67,0.54,0.36,34.6%,2903,743,1818,342,105,4.2%,0.51,60.9%,,0,0,0,0,-100,-7,-312,0,0,635,635,2345,0,17948,0,22,71,11690,16,17,31,0,0
Rascal,Rumble,TOP,14,3,7,1,0.6,183,12,,6.6,9696,352,22.7%,30,14,1,5,5,1.09,0.51,0.18,0.04,13.9%,20792,427,20365,0,755,38.9%,0.15,80%,1,0,0,0,0,-791,-16,-810,-1,0,0,0,1725,0,21684,0,15,306,22949,208,7,21,650,0
Croco,Maokai,JUNGLE,12,0,4,3,0.8,128,113,,4.6,7355,267,17.2%,38,12,10,11,10,1.38,0.44,0.4,0.36,17.6%,8375,323,7565,487,304,15.7%,0.11,60%,,0,0,0,0,-935,-27,-1080,-1,0,0,0,14065,865,26929,0,33,405,26844,130,12,26,0,0
FATE,Jayce,MID,15,2,4,2,1,246,8,,8.9,9922,360,23.2%,28,10,8,5,4,1.02,0.36,0.18,0.29,13%,13671,11971,1700,0,497,25.6%,0.15,80%,,0,0,0,0,51,1,-213,0,0,755,755,940,0,13104,0,4,97,13829,120,6,21,200,0
Paduck,Aphelios,ADC,13,0,5,2,0.4,265,14,,9.6,9881,359,23.1%,28,11,9,4,4,1.02,0.4,0.15,0.33,13%,5577,5403,120,54,203,10.4%,0.07,40%,,0,0,0,0,-335,3,-73,0,0,560,560,1502,0,12716,0,2,105,10803,181,5,17,0,0
BeryL,Braum,SUPPORT,11,0,3,3,1,43,0,,1.6,5908,215,13.8%,92,45,16,16,12,3.34,1.63,0.58,0.58,42.6%,5071,361,4710,0,184,9.5%,0.11,60%,,0,0,0,0,100,7,312,0,0,60,60,1140,351,16616,1531,26,141,12682,94,20,33,0,0
Rascal,Gragas,TOP,15,0,4,0,0,231,0,,7.9,9324,318,19.7%,33,12,5,5,5,1.12,0.41,0.17,0.17,12.4%,12112,527,11585,0,413,26.8%,0,0%,,0,0,0,0,192,13,-224,0,0,557,557,6350,0,13731,0,33,386,18938,105,7,21,0,0
Juhan,Kha,JUNGLE,13,1,2,0,0.5,167,131,,5.7,9416,321,19.9%,78,33,20,9,7,2.66,1.12,0.31,0.68,29.3%,6375,5624,142,609,217,14.1%,0.03,50%,,0,0,0,0,340,-1,354,0,0,0,0,11804,0,14202,0,4,191,21915,50,10,26,150,0
FATE,Azir,MID,16,0,2,2,1,275,0,,9.4,10596,361,22.4%,27,15,2,8,7,0.92,0.51,0.27,0.07,10.2%,13987,529,13458,0,477,31%,0.07,100%,,0,0,0,0,-578,3,336,0,0,222,222,1649,0,9453,0,6,153,14806,38,12,28,0,0
Paduck,Xayah,ADC,14,1,3,0,0.3,321,20,,10.9,11826,403,25%,31,12,10,4,4,1.06,0.41,0.14,0.34,11.7%,8917,8917,0,0,304,19.7%,0.03,50%,,0,0,0,0,366,16,122,0,0,672,672,2492,0,6829,0,5,87,12877,79,5,21,0,100
