Player,Champion,Role,Level,Kills,Deaths,Assists,KDA,CS,CS in Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Shutdown bounty collected,Shutdown bounty lost,Version,Date,Team,Result
Grizzly,Ivern,JUNGLE,13,0,3,7,2.3,135,122,4.7,8381,293,0.169,38,8,9,7,6,1.33,0.28,0.24,0.31,0.166,7953,2131,4198,1624,278,0.129,0.24,0.778,0,0,0,0,0,-470,9,151,1,0,660,660,7227,2793,10636,7829,49,126,16208,125,8,20,0,0,13.12,7/2/2023,HLE,Lose
Zeka,Tristana,MID,16,3,3,0,1,279,8,9.7,11518,402,0.232,32,9,9,4,4,1.12,0.31,0.14,0.31,0.14,15232,12612,2620,0,532,0.246,0.1,0.333,1,0,0,0,0,-142,-12,-55,0,0,3695,3695,2787,0,10916,0,1,32,15054,76,5,26,50,50,13.12,7/2/2023,HLE,Lose
Viper,Varus,ADC,15,2,3,5,2.3,301,24,10.5,12005,419,0.242,39,10,12,2,2,1.36,0.35,0.07,0.42,0.17,16833,5996,10734,103,588,0.272,0.24,0.778,0,0,0,0,0,381,1,206,1,0,1698,1698,1428,0,5872,0,19,229,11815,98,5,23,150,250,13.12,7/2/2023,HLE,Lose
Life,Rell,SUPPORT,9,0,5,4,0.8,24,0,0.8,6039,211,0.122,97,47,8,16,13,3.39,1.64,0.56,0.28,0.424,4144,470,2835,839,145,0.067,0.14,0.444,0,0,0,0,0,-93,-6,67,0,0,0,0,1102,551,15474,0,28,114,12333,121,18,29,0,0,13.12,7/2/2023,HLE,Lose
Doran,Renekton,TOP,16,2,1,7,9,263,12,9.2,13588,475,0.23,34,10,6,6,6,1.19,0.35,0.21,0.21,0.139,17597,14438,3159,0,615,0.255,0.31,0.529,0,0,0,0,0,1648,20,54,0,0,7940,7940,14391,0,31517,0,16,52,31880,48,7,26,50,150,13.12,7/2/2023,GEN,Win
Peanut,Sejuani,JUNGLE,15,1,2,14,7.5,167,131,5.8,10520,367,0.178,38,7,10,6,6,1.33,0.24,0.21,0.35,0.155,10636,6021,3787,828,371,0.154,0.52,0.882,0,0,0,0,0,470,-9,-151,-1,0,338,338,11065,558,38797,0,27,370,24388,59,7,20,0,0,13.12,7/2/2023,GEN,Win
Chovy,Azir,MID,16,5,3,5,3.3,281,20,9.8,12955,452,0.219,50,16,11,6,6,1.75,0.56,0.21,0.38,0.204,15193,291,14902,0,531,0.22,0.35,0.588,0,1,0,0,0,142,12,55,0,0,4802,4802,263,0,8597,0,9,182,13254,132,8,36,50,100,13.12,7/2/2023,GEN,Win
Peyz,Aphelios,ADC,16,9,1,6,15,306,41,10.7,15071,526,0.255,29,12,7,3,3,1.01,0.42,0.1,0.24,0.118,23261,22251,273,737,812,0.337,0.52,0.882,0,2,0,0,0,-381,-1,-206,-1,0,9779,9779,4339,0,15508,0,10,202,10414,0,4,24,250,700,13.12,7/2/2023,GEN,Win
Delight,Alistar,SUPPORT,12,0,2,10,5,32,0,1.1,7015,245,0.119,94,52,6,12,11,3.28,1.82,0.42,0.21,0.384,2239,452,1654,133,78,0.032,0.35,0.588,0,0,0,0,0,93,6,-67,0,0,0,0,5022,3024,16065,0,9,24,9779,55,14,25,0,0,13.12,7/2/2023,GEN,Win
DuDu,K'Sante,TOP,16,2,1,3,5,246,8,9.1,10747,396,0.217,35,9,7,2,2,1.29,0.33,0.07,0.26,0.152,11719,10236,1145,338,432,0.221,0.18,0.556,1,0,0,0,0,522,20,485,0,0,3680,3680,4049,0,21480,292,29,2954,13644,27,5,25,100,0,13.12,7/1/2023,KDF,Win
YoungJae,Volibear,JUNGLE,13,2,0,4,Perfect KDA,151,129,5.6,9445,348,0.191,52,16,15,14,14,1.92,0.59,0.52,0.55,0.225,6391,2320,3584,487,236,0.121,0.22,0.667,0,0,0,0,0,830,-14,-602,-1,0,419,419,9563,0,27144,0,16,2163,16197,0,15,31,0,0,13.12,7/1/2023,KDF,Win
Bulldog,LeBlanc,MID,16,2,0,6,Perfect KDA,288,0,10.6,11793,435,0.238,31,7,9,6,6,1.14,0.26,0.22,0.33,0.134,21617,4428,17166,23,797,0.408,0.3,0.889,0,0,0,0,0,-241,-7,-154,0,0,4432,4432,5393,0,7592,0,17,40,12549,0,6,24,50,0,13.12,7/1/2023,KDF,Win
Taeyoon,Aphelios,ADC,13,3,1,2,5,257,4,9.5,11757,434,0.237,54,16,19,9,8,1.99,0.59,0.33,0.7,0.234,10095,9701,232,162,372,0.191,0.18,0.556,0,0,1,0,0,808,-2,-706,-1,0,4687,4687,2898,0,6411,0,5,145,7081,40,10,25,50,50,13.12,7/1/2023,KDF,Win
Burdol,Jax,TOP,15,0,1,3,3,232,24,8.6,9278,342,0.211,29,13,3,6,5,1.07,0.48,0.22,0.11,0.115,12084,5710,6275,99,446,0.291,0.11,0.75,0,0,0,0,0,-522,-20,-485,0,0,2691,2691,3632,0,16290,0,12,132,19172,0,7,28,0,0,13.12,7/1/2023,LSB,Lose
Willer,Sejuani,JUNGLE,13,1,2,3,2,161,126,5.9,8456,312,0.192,61,18,16,18,16,2.25,0.66,0.66,0.59,0.241,6453,4050,1960,443,238,0.155,0.15,1.0,0,0,0,0,0,-830,14,602,1,0,346,346,10084,1154,27313,0,17,309,19134,57,19,32,50,0,13.12,7/1/2023,LSB,Lose
Clozer,Kai'Sa,MID,15,2,3,2,1.3,272,4,10.0,10452,385,0.238,28,13,5,5,5,1.03,0.48,0.18,0.18,0.111,13114,7060,6054,0,484,0.316,0.15,1.0,0,0,0,0,0,241,7,154,0,0,2920,2920,1618,0,9003,0,0,20,13949,57,5,27,0,150,13.12,7/1/2023,LSB,Lose
Teddy,Varus,ADC,13,1,1,0,1,264,8,9.7,10158,375,0.231,45,15,10,6,6,1.66,0.55,0.22,0.37,0.178,7030,5291,1483,256,259,0.169,0.04,0.25,0,0,0,0,0,-808,2,706,1,0,3543,3543,3181,0,4402,0,13,298,8982,0,7,26,0,50,13.12,7/1/2023,LSB,Lose
Kael,Rell,SUPPORT,10,0,2,2,1,35,0,1.3,5639,208,0.128,90,43,12,15,13,3.32,1.59,0.55,0.44,0.356,2861,470,1844,547,106,0.069,0.07,0.5,0,0,0,0,0,-125,3,-368,0,0,55,55,162,0,11245,0,24,69,9767,47,17,26,0,0,13.12,7/1/2023,LSB,Lose
Burdol,Jax,TOP,18,2,6,7,1.5,276,7,7.5,13851,375,0.191,34,16,7,6,6,0.92,0.43,0.16,0.19,0.109,23590,13741,9310,539,639,0.197,0.24,0.36,0,0,0,0,0,-1470,-35,-601,-1,0,0,0,9833,0,29784,0,17,172,39244,196,7,34,500,150,13.12,7/1/2023,LSB,Lose
Willer,Viego,JUNGLE,16,6,6,15,3.5,177,140,4.8,13380,363,0.184,62,17,13,20,15,1.68,0.46,0.54,0.35,0.199,17524,13677,2230,1617,475,0.147,0.57,0.84,1,1,0,0,0,200,2,-181,0,0,1976,1976,19377,0,42800,0,18,181,42835,196,19,39,0,50,13.12,7/1/2023,LSB,Lose
Clozer,LeBlanc,MID,18,5,4,12,4.3,422,0,11.4,18528,502,0.255,39,10,10,7,7,1.06,0.27,0.19,0.27,0.125,37972,7306,29002,1664,1029,0.318,0.46,0.68,0,0,0,0,0,383,14,200,0,0,2794,2794,9271,0,22692,0,12,55,34058,142,8,34,150,700,13.12,7/1/2023,LSB,Lose
Teddy,Aphelios,ADC,17,11,7,9,2.9,341,33,9.2,18444,500,0.254,43,17,16,10,7,1.17,0.46,0.27,0.43,0.138,34310,32332,486,1492,930,0.287,0.54,0.8,0,4,0,0,0,-87,24,837,1,0,3249,3249,5383,0,22587,0,14,175,21022,234,11,32,500,700,13.12,7/1/2023,LSB,Lose
Kael,Nautilus,SUPPORT,15,1,6,14,2.5,43,0,1.2,8504,230,0.117,134,69,17,21,20,3.63,1.87,0.57,0.46,0.429,6126,1005,3615,1506,166,0.051,0.41,0.6,0,0,0,0,0,-600,2,-367,0,0,0,0,3133,0,30580,0,52,279,22318,130,24,36,0,0,13.12,7/1/2023,LSB,Lose
DuDu,Fiora,TOP,18,10,0,8,Perfect KDA,413,20,11.2,21070,571,0.272,50,10,11,3,3,1.36,0.27,0.08,0.3,0.148,39903,25968,3226,10709,1081,0.313,0.49,0.621,2,1,1,0,0,1470,35,601,1,0,11941,11941,28624,1868,55206,0,9,172,43291,0,7,35,150,0,13.12,7/1/2023,KDF,Win
YoungJae,Sejuani,JUNGLE,17,2,7,17,2.7,185,160,5.0,12378,335,0.16,59,21,11,21,20,1.6,0.57,0.57,0.3,0.175,12691,5696,5605,1390,344,0.099,0.51,0.655,0,0,0,0,0,-200,-2,181,0,0,218,218,13482,781,55006,0,23,362,40645,221,23,42,0,0,13.12,7/1/2023,KDF,Win
Bulldog,Neeko,MID,18,5,6,12,2.8,260,2,7.0,14096,382,0.182,23,16,2,9,8,0.62,0.43,0.24,0.05,0.068,24622,2279,22343,0,667,0.193,0.46,0.586,0,0,0,0,0,-383,-14,-200,0,0,4634,4634,1958,0,16821,0,36,276,25246,226,12,38,50,450,13.12,7/1/2023,KDF,Win
Taeyoon,Kai'Sa,ADC,18,11,7,12,3.3,355,30,9.6,20222,548,0.261,75,36,20,3,3,2.03,0.98,0.08,0.54,0.223,42773,12887,29017,869,1159,0.335,0.62,0.793,0,2,0,0,0,87,-24,-837,-1,0,6182,6182,3757,0,17523,0,5,66,23025,225,7,27,1400,700,13.12,7/1/2023,KDF,Win
Morgan,Gragas,TOP,17,3,1,5,8,258,12,7.5,13110,383,0.191,31,13,2,9,9,0.91,0.38,0.26,0.06,0.104,18554,860,17694,0,543,0.212,0.23,0.381,0,0,0,0,0,1898,20,568,0,0,2450,2450,8003,0,18522,0,38,398,18286,46,11,29,0,200,13.12,7/1/2023,BRION,Win
UmTi,Skarner,JUNGLE,15,2,0,15,Perfect KDA,187,161,5.5,12626,369,0.184,74,19,22,17,17,2.16,0.56,0.5,0.64,0.249,8327,3871,3469,987,243,0.095,0.5,0.81,0,0,0,0,0,1480,12,1493,2,0,47,47,8994,0,58281,0,39,746,19170,0,19,33,0,0,13.12,7/1/2023,BRION,Win
Karis,Azir,MID,18,5,0,13,Perfect KDA,327,20,9.6,15650,458,0.229,44,12,13,7,7,1.29,0.35,0.2,0.38,0.148,21711,825,20886,0,635,0.248,0.53,0.857,0,1,0,0,0,1064,5,619,1,0,8678,8678,1783,0,7887,0,9,175,11845,0,9,27,0,0,13.12,7/1/2023,BRION,Win
Hena,Aphelios,ADC,16,11,0,5,Perfect KDA,342,48,10.0,18062,528,0.264,43,15,11,4,4,1.26,0.44,0.12,0.32,0.145,36463,34977,1140,346,1066,0.417,0.47,0.762,0,2,0,1,0,475,-10,-359,0,0,11340,11340,4681,0,14711,0,10,235,9812,0,5,20,50,0,13.12,7/1/2023,BRION,Win
Effort,Milio,SUPPORT,13,0,3,19,6.3,31,0,0.9,9012,264,0.132,105,66,9,25,25,3.07,1.93,0.73,0.26,0.354,2440,514,1608,318,71,0.028,0.56,0.905,0,0,0,0,0,431,-2,409,0,0,134,134,10069,7524,5723,4643,16,86,11730,106,27,43,0,0,13.12,7/1/2023,BRION,Win
Rascal,Jax,TOP,17,0,4,1,0.3,291,16,8.5,12199,357,0.224,36,13,11,3,3,1.05,0.38,0.09,0.32,0.124,6329,3084,3245,0,185,0.129,0.03,0.25,0,0,0,0,0,-1898,-20,-568,0,0,4845,4845,4089,0,18958,0,5,149,24985,160,5,27,0,0,13.12,7/1/2023,DRX,Lose
FATE,Yone,MID,17,1,2,1,1,308,32,9.0,12419,363,0.228,40,8,11,6,6,1.17,0.23,0.18,0.32,0.137,9770,6273,2141,1356,286,0.199,0.06,0.5,1,0,0,0,0,-1064,-5,-619,-1,0,1781,1781,7521,0,21707,0,12,179,23223,30,9,22,0,0,13.12,7/1/2023,DRX,Lose
Paduck,Ziggs,ADC,16,1,3,1,0.7,330,8,9.6,12977,379,0.238,32,14,6,7,6,0.94,0.41,0.2,0.18,0.11,23490,82,23408,0,687,0.477,0.06,0.5,0,0,0,0,0,-475,10,359,0,0,3065,3065,1167,0,5816,0,12,250,11416,80,9,21,0,50,13.12,7/1/2023,DRX,Lose
BeryL,Leona,SUPPORT,10,1,7,2,0.4,44,0,1.3,7440,218,0.137,126,64,20,21,17,3.68,1.87,0.61,0.58,0.433,1914,688,769,457,56,0.039,0.09,0.75,0,0,0,0,0,-431,2,-409,0,0,57,57,735,0,21708,0,20,85,20208,172,23,36,200,0,13.12,7/1/2023,DRX,Lose
Rascal,Jax,TOP,18,4,1,4,8,317,54,11.0,15830,547,0.257,31,12,4,4,3,1.07,0.42,0.14,0.14,0.117,15227,8887,6340,0,527,0.277,0.28,0.615,1,0,1,0,0,2181,14,587,0,0,10772,10772,4316,0,20252,0,11,253,21726,47,5,24,0,300,13.12,7/1/2023,DRX,Win
FATE,Azir,MID,17,3,0,4,Perfect KDA,294,12,10.2,13249,458,0.215,43,17,11,9,9,1.49,0.59,0.31,0.38,0.163,14824,195,14629,0,513,0.27,0.24,0.538,0,0,0,0,0,364,-9,-639,0,0,12331,12331,509,0,3765,0,5,152,9346,0,11,28,0,0,13.12,7/1/2023,DRX,Win
Paduck,Draven,ADC,15,5,1,3,8,270,18,9.3,14600,505,0.237,39,15,3,5,5,1.35,0.52,0.17,0.1,0.148,11590,11389,0,201,401,0.211,0.28,0.615,0,1,0,0,0,-44,10,591,0,0,2983,2983,873,0,7035,0,6,83,4025,42,6,19,0,300,13.12,7/1/2023,DRX,Win
BeryL,Blitzcrank,SUPPORT,11,0,4,8,2,35,0,1.2,7170,248,0.117,85,49,11,16,16,2.94,1.69,0.55,0.38,0.322,4778,1219,3146,413,165,0.087,0.28,0.615,0,0,0,0,0,-17,-2,-379,0,0,412,412,484,0,7434,0,23,124,13237,86,18,31,0,0,13.12,7/1/2023,DRX,Win
Morgan,Renekton,TOP,15,1,4,1,0.5,265,6,9.2,10428,361,0.225,31,11,5,9,8,1.07,0.38,0.31,0.17,0.129,9889,8560,1329,0,342,0.307,0.07,0.4,1,0,0,0,0,-2181,-14,-587,0,0,424,424,6693,0,21119,0,8,32,26124,103,10,34,0,0,13.12,7/1/2023,BRION,Lose
UmTi,Skarner,JUNGLE,12,0,3,1,0.3,140,122,4.8,7473,258,0.161,36,7,11,9,7,1.24,0.24,0.31,0.38,0.15,3231,1307,1593,331,112,0.1,0.03,0.2,0,0,0,0,0,-1090,-16,-185,-1,0,0,0,7323,0,32492,0,12,586,18711,58,10,28,0,0,13.12,7/1/2023,BRION,Lose
Karis,Ahri,MID,16,2,2,2,2,280,2,9.7,11439,396,0.246,41,19,8,8,8,1.42,0.66,0.28,0.28,0.171,12700,893,7684,4123,439,0.394,0.14,0.8,1,0,0,0,0,-364,9,639,0,0,974,974,3411,0,11053,0,16,71,15872,44,8,24,600,0,13.12,7/1/2023,BRION,Lose
Hena,Aphelios,ADC,14,1,1,1,2,283,25,9.8,10896,377,0.235,49,14,14,4,4,1.69,0.48,0.14,0.48,0.204,5534,5056,233,245,191,0.172,0.07,0.4,0,0,0,0,0,44,-10,-591,0,0,1680,1680,413,0,9075,0,1,89,3269,0,5,21,0,0,13.12,7/1/2023,BRION,Lose
Effort,Milio,SUPPORT,11,1,3,2,1,29,0,1.0,6203,215,0.134,83,50,6,16,14,2.87,1.73,0.55,0.21,0.346,874,152,722,0,30,0.027,0.1,0.6,0,0,0,0,0,17,2,379,0,0,0,0,3761,2145,5428,2345,7,38,9456,67,18,34,0,0,13.12,7/1/2023,BRION,Lose
Morgan,K'Sante,TOP,17,0,0,4,Perfect KDA,266,0,8.1,12784,389,0.214,36,10,10,9,7,1.09,0.3,0.27,0.3,0.137,9490,6989,2090,411,288,0.189,0.12,0.5,0,0,0,0,0,-322,-31,-1552,-1,0,2291,2291,4159,0,34921,142,21,561,18504,0,12,33,0,0,13.12,7/1/2023,BRION,Win
UmTi,Poppy,JUNGLE,15,1,0,4,Perfect KDA,161,131,4.9,10504,319,0.176,47,14,22,12,12,1.43,0.43,0.36,0.67,0.179,5283,4004,941,338,161,0.105,0.15,0.625,0,0,0,0,0,562,-5,-179,0,0,732,732,8411,0,39796,0,24,613,18685,0,13,24,0,0,13.12,7/1/2023,BRION,Win
Karis,Veigar,MID,18,3,0,2,Perfect KDA,294,4,8.9,13422,408,0.225,35,9,15,6,6,1.06,0.27,0.18,0.46,0.133,13207,918,12059,230,401,0.262,0.15,0.625,0,0,0,0,0,-40,-8,-519,0,0,6330,6330,3763,2,9304,0,15,65,12423,0,8,28,200,0,13.12,7/1/2023,BRION,Win
Hena,Aphelios,ADC,16,4,0,3,Perfect KDA,323,48,9.8,14997,456,0.251,45,16,15,4,4,1.37,0.49,0.12,0.46,0.171,21147,19105,1512,530,643,0.42,0.21,0.875,1,0,0,0,0,-416,-20,-901,-1,0,7977,7977,2859,0,16070,0,9,240,7480,0,10,28,0,0,13.12,7/1/2023,BRION,Win
Effort,Milio,SUPPORT,13,0,0,6,Perfect KDA,37,0,1.1,8037,244,0.135,100,58,15,17,17,3.04,1.76,0.52,0.46,0.38,1196,571,625,0,36,0.024,0.18,0.75,0,0,0,0,0,-847,13,1067,1,0,410,410,9807,6523,3788,4940,5,64,7845,0,19,32,0,0,13.12,7/1/2023,BRION,Win
Rascal,Renekton,TOP,16,0,2,0,0,292,16,8.9,11297,343,0.216,39,8,11,5,5,1.19,0.24,0.15,0.33,0.112,5602,5185,417,0,170,0.128,0.0,0.0,0,0,0,0,0,322,31,1552,1,0,921,921,9371,0,21170,0,11,40,24197,45,6,21,0,100,13.12,7/1/2023,DRX,Lose
FATE,Ahri,MID,16,0,1,0,0,280,0,8.5,11134,338,0.213,53,19,9,8,7,1.61,0.58,0.24,0.27,0.152,12625,1563,7411,3651,384,0.29,0.0,0.0,0,0,0,0,0,40,8,519,0,0,1293,1293,4472,0,7554,0,15,51,12467,50,12,24,0,100,13.12,7/1/2023,DRX,Lose
Paduck,Varus,ADC,16,0,0,0,Perfect KDA,358,31,10.9,13514,411,0.259,43,14,14,5,5,1.31,0.43,0.15,0.43,0.124,10509,3860,6649,0,319,0.241,0.0,0.0,0,0,0,0,0,416,20,901,1,0,3657,3657,1767,0,3412,0,23,235,6725,0,8,21,0,0,13.12,7/1/2023,DRX,Lose
BeryL,Ashe,SUPPORT,11,0,2,0,0,45,4,1.4,7907,240,0.151,174,92,32,17,15,5.29,2.8,0.52,0.97,0.5,10897,9538,1148,211,331,0.25,0.0,0.0,0,0,0,0,0,847,-13,-1067,-1,0,2072,2072,1549,206,4019,0,41,501,8395,45,19,33,0,0,13.12,7/1/2023,DRX,Lose
Zeus,Renekton,TOP,16,3,2,8,5.5,238,0,8.6,11973,434,0.215,27,10,7,7,6,0.98,0.36,0.25,0.25,0.116,13520,11512,2008,0,490,0.238,0.4,0.647,0,0,0,0,0,-29,-4,-658,-1,0,5063,5063,11055,0,19658,0,13,36,21994,60,8,30,50,0,13.12,6/30/2023,T1,Win
Oner,Viego,JUNGLE,15,2,0,8,Perfect KDA,195,179,7.1,11196,406,0.201,47,12,9,15,10,1.7,0.44,0.54,0.33,0.202,11149,10086,573,490,404,0.196,0.36,0.588,1,0,0,0,0,371,10,689,1,0,2481,2481,14108,0,24262,205,12,252,19956,0,11,31,0,0,13.12,6/30/2023,T1,Win
Faker,Annie,MID,15,4,2,8,6,204,0,7.4,11000,399,0.197,28,9,7,4,3,1.02,0.33,0.15,0.25,0.12,15675,789,14043,843,568,0.276,0.44,0.706,1,0,0,0,0,-598,-18,-334,-1,0,1144,1144,1428,0,7351,1254,25,299,9601,47,6,19,0,0,13.12,6/30/2023,T1,Win
Gumayusi,Samira,ADC,15,8,2,3,5.5,276,4,10.0,14384,521,0.258,45,22,12,6,6,1.63,0.8,0.22,0.44,0.193,12675,11259,1243,173,460,0.223,0.4,0.647,0,2,0,0,0,528,-15,-438,0,0,3951,3951,9015,0,8771,0,1,66,13907,30,8,31,50,150,13.12,6/30/2023,T1,Win
Keria,Rell,SUPPORT,12,0,2,12,6,48,0,1.7,7225,262,0.13,86,45,19,14,14,3.12,1.63,0.51,0.69,0.369,3815,470,2716,629,138,0.067,0.44,0.706,0,0,0,0,0,242,-1,1194,1,0,437,437,1736,0,17951,0,28,127,10454,48,16,30,0,0,13.12,6/30/2023,T1,Win
Canna,Jax,TOP,15,2,5,0,0.4,230,4,8.3,9490,344,0.208,34,11,4,5,3,1.23,0.4,0.18,0.15,0.117,11807,6328,5479,0,428,0.241,0.07,0.25,1,0,0,0,0,29,4,658,1,0,2877,2877,2178,0,16600,0,11,111,21338,146,7,26,0,0,13.12,6/30/2023,Dplus KIA,Lose
Canyon,Sejuani,JUNGLE,13,2,1,4,6,159,134,5.8,9141,331,0.201,47,10,12,11,8,1.7,0.36,0.4,0.44,0.162,5835,3502,1965,368,212,0.119,0.22,0.75,0,0,0,0,0,-371,-10,-689,-1,0,69,69,13460,1110,33546,0,14,309,23077,40,13,30,0,50,13.12,6/30/2023,Dplus KIA,Lose
ShowMaker,Jayce,MID,14,2,3,1,1,237,8,8.6,10172,369,0.223,34,12,8,4,4,1.23,0.44,0.15,0.29,0.117,13193,11862,1331,0,478,0.27,0.11,0.375,0,0,0,0,0,598,18,334,1,0,3361,3361,945,0,9324,0,3,99,11939,49,5,33,150,0,13.12,6/30/2023,Dplus KIA,Lose
Deft,Kai'Sa,ADC,14,1,3,4,1.7,273,9,9.9,10697,388,0.235,63,23,16,4,4,2.28,0.83,0.15,0.58,0.217,15228,4486,10742,0,552,0.311,0.18,0.625,0,0,0,0,0,-528,15,438,0,0,0,0,1120,0,5075,0,0,0,8722,58,5,21,0,50,13.12,6/30/2023,Dplus KIA,Lose
Kellin,Rakan,SUPPORT,9,1,5,2,0.6,38,0,1.4,6059,220,0.133,112,68,13,13,13,4.06,2.47,0.47,0.47,0.386,2865,239,2072,554,104,0.059,0.11,0.375,0,0,0,0,0,-242,1,-1194,-1,0,0,0,1726,867,9969,1926,11,27,11594,118,15,25,0,0,13.12,6/30/2023,Dplus KIA,Lose
Canna,Renekton,TOP,15,3,5,1,0.8,242,0,8.0,11611,385,0.227,26,9,9,6,5,0.86,0.3,0.2,0.3,0.11,17120,13680,3440,0,568,0.235,0.13,0.333,0,1,0,0,0,533,12,18,0,0,2737,2737,12085,0,33546,0,16,39,36425,182,7,20,700,50,13.12,6/30/2023,Dplus KIA,Lose
Canyon,Vi,JUNGLE,14,4,4,5,2.3,146,135,4.8,10816,359,0.212,42,13,7,11,11,1.39,0.43,0.36,0.23,0.178,10387,9443,0,944,344,0.142,0.3,0.75,0,0,0,0,0,295,-6,129,0,0,0,0,11512,893,40817,0,27,340,26654,142,12,29,550,50,13.12,6/30/2023,Dplus KIA,Lose
ShowMaker,Neeko,MID,15,1,5,8,1.8,204,4,6.8,9697,321,0.19,26,11,3,10,9,0.86,0.36,0.33,0.1,0.11,15526,1256,14270,0,515,0.213,0.3,0.75,0,0,0,0,0,-1175,-15,74,0,0,2625,2625,916,0,11235,0,35,172,20185,168,10,31,0,0,13.12,6/30/2023,Dplus KIA,Lose
Deft,Kai'Sa,ADC,14,3,5,6,1.8,257,8,8.5,11837,392,0.231,41,23,10,4,3,1.36,0.76,0.13,0.33,0.174,25004,7541,16808,655,829,0.343,0.3,0.75,0,0,0,0,0,-1089,-36,-1008,-1,0,179,179,2902,0,11022,0,4,66,16697,148,7,23,0,400,13.12,6/30/2023,Dplus KIA,Lose
Kellin,Rell,SUPPORT,12,1,5,10,2.2,38,0,1.3,7176,238,0.14,101,56,14,19,17,3.35,1.86,0.63,0.46,0.428,4963,681,3391,891,165,0.068,0.36,0.917,0,0,0,0,0,-222,0,-308,0,0,0,0,1414,616,22980,0,45,157,14151,107,21,33,0,0,13.12,6/30/2023,Dplus KIA,Lose
Zeus,K'Sante,TOP,17,2,2,11,6.5,249,4,8.3,12096,401,0.194,27,13,3,9,9,0.9,0.43,0.3,0.1,0.096,16826,13580,2579,667,558,0.181,0.43,0.542,0,0,0,0,0,-533,-12,-18,0,0,2020,2020,4140,0,34484,476,35,472,20418,90,10,30,400,100,13.12,6/30/2023,T1,Win
Oner,Viego,JUNGLE,16,12,2,8,10,185,167,6.1,14546,482,0.233,48,13,9,28,11,1.59,0.43,0.93,0.3,0.171,25174,21259,2568,1347,834,0.271,0.66,0.833,0,1,1,0,0,-295,6,-129,0,0,1978,1978,19911,0,30652,0,18,219,30948,60,12,32,100,400,13.12,6/30/2023,T1,Win
Faker,LeBlanc,MID,16,3,4,7,2.5,248,0,8.2,13804,458,0.221,33,11,9,7,7,1.09,0.36,0.23,0.3,0.117,22851,5511,16746,594,757,0.246,0.33,0.417,0,0,0,0,0,1175,15,-74,0,0,16924,16924,5032,0,12793,0,15,94,21677,145,7,27,0,0,13.12,6/30/2023,T1,Win
Gumayusi,Varus,ADC,16,5,2,13,9,289,20,9.6,13683,454,0.219,64,31,17,5,5,2.12,1.03,0.17,0.56,0.228,20104,8722,11219,163,666,0.216,0.6,0.75,0,0,0,0,0,1089,36,1008,1,0,709,709,3534,0,6136,0,29,217,12774,46,8,24,0,750,13.12,6/30/2023,T1,Win
Keria,Alistar,SUPPORT,13,2,2,15,8.5,36,0,1.2,8303,275,0.133,109,65,14,16,16,3.61,2.15,0.53,0.46,0.388,8091,976,5867,1248,268,0.087,0.56,0.708,0,0,0,0,0,222,0,308,0,0,0,0,7182,3630,24224,0,42,79,15564,40,18,31,0,0,13.12,6/30/2023,T1,Win
Kiin,Jax,TOP,17,5,0,6,Perfect KDA,260,8,9.2,13457,474,0.215,25,11,3,4,3,0.88,0.39,0.14,0.11,0.091,12641,6308,6311,22,445,0.191,0.39,0.5,0,0,1,0,0,-409,-18,-467,0,0,10300,10300,4940,0,14976,0,12,165,18762,0,5,38,50,0,13.12,6/30/2023,KT,Win
Cuzz,Viego,JUNGLE,15,6,2,7,6.5,201,168,7.1,12828,452,0.205,53,11,20,12,8,1.87,0.39,0.42,0.7,0.193,10569,8836,902,831,372,0.16,0.46,0.591,0,1,0,0,0,1593,35,980,1,0,3517,3517,17478,0,27120,0,8,231,26332,41,9,25,50,150,13.12,6/30/2023,KT,Win
Bdd,Annie,MID,16,4,2,13,8.5,242,0,8.5,12867,453,0.205,27,9,4,6,6,0.95,0.32,0.21,0.14,0.099,20132,1653,17637,842,709,0.304,0.6,0.773,0,1,0,0,0,503,8,294,1,0,2731,2731,1484,0,9479,2975,27,374,11397,35,10,22,0,450,13.12,6/30/2023,KT,Win
Aiming,Kai'Sa,ADC,17,7,1,13,20,328,40,11.5,15971,562,0.255,46,12,11,4,4,1.62,0.42,0.14,0.39,0.168,20000,7258,12524,218,704,0.302,0.7,0.909,0,0,0,0,0,1588,22,866,1,0,8151,8151,3148,0,6806,0,1,72,9759,41,5,20,50,600,13.12,6/30/2023,KT,Win
Lehends,Rakan,SUPPORT,11,0,3,8,2.7,40,0,1.4,7539,265,0.12,123,73,16,14,13,4.33,2.57,0.49,0.56,0.449,2791,535,1836,420,98,0.042,0.28,0.364,0,0,0,0,0,67,-1,-78,0,0,3506,3506,2348,1040,12000,1180,14,33,10765,92,17,29,0,0,13.12,6/30/2023,KT,Win
