Player,Champion,Role,Level,Kills,Deaths,Assists,KDA,CS,CS in Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Shutdown bounty collected,Shutdown bounty lost,Version,Date,Team,Result
DnDn,Gragas,TOP,16,1,4,1,0.5,270,4,9.5,10867,383,0.225,30,13,3,6,4,1.06,0.46,0.21,0.11,0.127,13726,528,13198,0,483,0.295,0.07,0.25,0,0,0,0,0,409,18,467,0,0,187,187,7953,0,20302,0,36,465,21603,139,8,23,400,50,13.12,6/30/2023,NS,Lose
Sylvie,Vi,JUNGLE,13,1,6,4,0.8,142,131,5.0,9144,322,0.189,44,14,11,13,12,1.55,0.49,0.46,0.39,0.186,6837,6102,0,735,241,0.147,0.18,0.625,0,0,0,0,0,-1593,-35,-980,-1,0,0,0,5932,0,22846,0,19,244,18571,129,14,33,600,0,13.12,6/30/2023,NS,Lose
FIESTA,Ahri,MID,14,2,4,5,1.8,212,0,7.5,9892,348,0.205,34,16,8,9,8,1.2,0.56,0.32,0.28,0.143,10470,1620,6741,2109,369,0.225,0.25,0.875,0,0,0,0,0,-503,-8,-294,-1,0,984,984,2724,0,10847,0,16,58,15362,98,9,24,150,0,13.12,6/30/2023,NS,Lose
Jiwoo,Varus,ADC,14,3,4,4,1.8,285,7,10.0,12120,427,0.251,32,13,13,7,5,1.13,0.46,0.25,0.46,0.135,11840,7224,4553,63,417,0.254,0.25,0.875,0,1,0,0,0,-1588,-22,-866,-1,0,1931,1931,1306,0,6283,0,24,226,11902,106,8,32,50,100,13.12,6/30/2023,NS,Lose
Peter,Rell,SUPPORT,11,1,4,6,1.8,39,4,1.4,6326,223,0.131,97,51,16,15,14,3.42,1.8,0.53,0.56,0.409,3664,934,2139,591,129,0.079,0.25,0.875,0,0,0,0,0,-67,1,78,0,1,98,98,154,0,18664,0,33,139,11471,91,17,28,0,0,13.12,6/30/2023,NS,Lose
DnDn,K'Sante,TOP,17,1,4,2,0.8,261,3,8.5,11126,363,0.212,26,13,4,7,5,0.85,0.42,0.23,0.13,0.101,13798,11556,1601,641,450,0.22,0.1,0.429,0,0,0,0,0,-197,-15,-418,-1,0,1671,1671,3694,0,35362,538,29,3477,27573,133,9,30,0,0,13.12,6/30/2023,NS,Lose
Sylvie,Vi,JUNGLE,14,3,3,3,2,192,167,6.3,10923,356,0.208,57,15,13,15,13,1.86,0.49,0.49,0.42,0.221,7912,7303,0,609,258,0.126,0.2,0.857,0,0,0,0,0,127,-10,-23,0,0,1079,1079,10511,0,26414,0,17,366,22424,127,17,37,0,0,13.12,6/30/2023,NS,Lose
FIESTA,Neeko,MID,15,3,3,1,1.3,233,4,7.6,11941,389,0.228,35,16,6,12,12,1.14,0.52,0.39,0.2,0.136,18596,1486,15891,1219,606,0.296,0.13,0.571,0,0,0,0,0,531,15,413,1,0,1275,1275,2680,0,9693,0,34,145,15960,88,14,31,500,100,13.12,6/30/2023,NS,Lose
Jiwoo,Ashe,ADC,15,0,2,4,2,298,4,9.7,11680,381,0.223,48,11,11,6,4,1.56,0.36,0.2,0.36,0.186,18364,14738,3016,610,599,0.293,0.13,0.571,0,0,0,0,0,-893,7,-133,0,0,3070,3070,2059,0,5576,0,37,759,10063,97,7,22,0,300,13.12,6/30/2023,NS,Lose
Peter,Rell,SUPPORT,11,0,5,5,1,28,0,0.9,6749,220,0.129,92,56,6,19,17,3.0,1.83,0.62,0.2,0.357,4075,655,2756,664,133,0.065,0.16,0.714,0,0,0,0,0,10,-7,-290,0,0,0,0,1086,0,20416,0,39,149,14655,148,21,34,0,0,13.12,6/30/2023,NS,Lose
Kiin,Fiora,TOP,18,2,0,12,Perfect KDA,282,16,9.2,12844,419,0.217,48,15,11,5,5,1.56,0.49,0.16,0.36,0.163,21467,13326,2601,5540,700,0.309,0.46,0.824,0,0,0,0,0,197,15,418,1,0,5404,5404,17348,2119,27433,0,5,162,29815,0,7,28,300,0,13.12,6/30/2023,KT,Win
Cuzz,Sejuani,JUNGLE,15,5,2,8,6.5,175,134,5.7,10968,357,0.185,79,9,27,7,6,2.57,0.29,0.23,0.88,0.268,10073,5337,4180,556,328,0.145,0.42,0.765,0,0,0,0,0,-127,10,23,0,0,256,256,13928,2684,31122,0,22,361,25515,43,8,25,0,0,13.12,6/30/2023,KT,Win
Bdd,Annie,MID,16,4,2,9,6.5,244,0,8.0,12710,414,0.214,30,10,4,5,5,0.98,0.33,0.16,0.13,0.102,21039,1210,19127,702,686,0.303,0.42,0.765,0,0,0,0,0,-531,-15,-413,-1,0,3029,3029,715,0,8244,3217,36,547,11831,52,7,24,100,0,13.12,6/30/2023,KT,Win
Aiming,Aphelios,ADC,16,6,1,7,13,328,32,10.7,15827,516,0.267,40,10,15,2,2,1.3,0.33,0.07,0.49,0.136,14261,13328,642,291,465,0.205,0.42,0.765,0,2,0,0,0,893,-7,133,0,0,8749,8749,4525,0,10755,0,12,257,8846,42,4,22,0,500,13.12,6/30/2023,KT,Win
Lehends,Alistar,SUPPORT,12,0,2,12,6,41,0,1.3,6961,227,0.117,98,50,12,15,13,3.19,1.63,0.49,0.39,0.332,2580,124,1668,788,84,0.037,0.39,0.706,0,0,0,0,0,-10,7,290,0,0,0,0,4577,1711,18727,1033,22,112,14931,80,17,32,0,0,13.12,6/30/2023,KT,Win
Rascal,Akali,TOP,18,5,5,5,2,344,4,8.4,16976,413,0.231,38,9,9,5,5,0.93,0.22,0.12,0.22,0.104,15408,829,14104,475,375,0.188,0.24,0.667,1,0,1,0,0,466,4,422,0,0,3869,3869,2041,0,18538,0,0,100,23215,129,8,30,50,650,13.12,6/29/2023,DRX,Lose
FATE,Jayce,MID,18,4,4,7,2.8,315,31,7.7,15927,388,0.217,45,10,13,5,4,1.1,0.24,0.12,0.32,0.124,34745,31523,3222,0,846,0.424,0.27,0.733,0,1,0,0,0,-162,0,-188,0,0,4227,4227,2754,0,17949,0,10,198,21246,157,10,41,500,400,13.12,6/29/2023,DRX,Lose
Paduck,Draven,ADC,16,3,4,8,2.8,340,28,8.3,17951,437,0.244,51,17,11,4,4,1.24,0.41,0.1,0.27,0.14,17534,16942,0,592,427,0.214,0.27,0.733,0,1,0,0,0,-981,-23,-931,-1,0,4583,4583,3917,0,15956,0,12,178,18224,149,8,29,650,300,13.12,6/29/2023,DRX,Lose
BeryL,Rell,SUPPORT,15,0,5,13,2.6,53,3,1.3,9501,231,0.129,151,83,22,23,23,3.68,2.02,0.56,0.54,0.415,5269,612,4040,617,128,0.064,0.32,0.867,0,0,0,0,0,-111,4,626,0,0,939,939,248,0,43613,0,56,266,21670,154,25,44,0,0,13.12,6/29/2023,DRX,Lose
Burdol,Jax,TOP,18,5,3,9,4.7,314,19,7.6,17957,437,0.231,47,20,8,8,7,1.14,0.49,0.19,0.19,0.126,19384,10584,8750,50,472,0.203,0.34,0.583,1,1,0,0,0,-466,-4,-422,0,0,11644,11644,6843,0,29345,0,16,193,30634,130,11,40,500,450,13.12,6/29/2023,LSB,Win
Willer,Maokai,JUNGLE,16,4,3,14,6,181,137,4.4,12588,307,0.162,79,16,20,16,14,1.92,0.39,0.39,0.49,0.211,21590,1019,17260,3311,526,0.226,0.44,0.75,0,0,0,0,0,112,5,140,0,0,34,34,23162,1609,33548,0,62,782,41915,106,18,38,300,0,13.12,6/29/2023,LSB,Win
Clozer,Tristana,MID,18,6,3,6,4,406,24,9.9,18434,449,0.237,50,17,15,8,7,1.22,0.41,0.19,0.37,0.134,17109,14642,2149,318,417,0.179,0.29,0.5,0,2,0,0,0,162,0,188,0,0,9515,9515,4183,0,17517,0,6,136,19398,154,10,28,150,200,13.12,6/29/2023,LSB,Win
Teddy,Aphelios,ADC,18,8,3,6,4.7,386,55,9.4,18830,459,0.243,56,21,15,8,8,1.36,0.51,0.19,0.37,0.15,31900,29983,864,1053,777,0.333,0.34,0.583,0,1,0,0,0,981,23,931,1,0,1047,1047,4583,0,16585,0,20,282,13938,136,9,31,400,550,13.12,6/29/2023,LSB,Win
Kael,Braum,SUPPORT,15,1,4,16,4.3,40,4,1.0,9826,239,0.127,142,80,12,22,21,3.46,1.95,0.54,0.29,0.38,5707,446,4951,310,139,0.06,0.41,0.708,0,0,0,0,0,111,-4,-626,0,0,41,41,4132,728,24533,3533,37,171,19595,125,25,39,0,0,13.12,6/29/2023,LSB,Win
Rascal,Jax,TOP,16,4,0,2,Perfect KDA,257,24,8.8,12994,447,0.242,26,12,8,6,5,0.9,0.41,0.21,0.28,0.099,11581,6212,5297,72,399,0.179,0.21,0.545,1,1,0,0,0,255,-8,-369,0,0,5474,5474,7389,0,19174,0,6,191,19001,0,8,26,150,0,13.12,6/29/2023,DRX,Win
FATE,Jayce,MID,16,3,1,5,8,273,4,9.4,12187,420,0.227,40,12,11,8,8,1.38,0.41,0.28,0.38,0.153,21035,19025,1988,22,724,0.326,0.28,0.727,0,1,0,0,0,757,14,259,0,0,6689,6689,3589,0,10080,0,5,73,10683,38,9,26,0,100,13.12,6/29/2023,DRX,Win
Paduck,Ashe,ADC,15,3,0,5,Perfect KDA,232,0,8.0,11612,400,0.216,38,16,14,6,6,1.31,0.55,0.21,0.48,0.145,11005,9358,1224,423,379,0.17,0.28,0.727,0,1,0,0,0,-798,-27,237,0,0,3047,3047,2723,0,5237,0,31,656,9041,0,10,24,0,0,13.12,6/29/2023,DRX,Win
BeryL,Heimerdinger,SUPPORT,12,0,1,7,7,41,0,1.4,7373,254,0.137,107,50,22,16,16,3.68,1.72,0.55,0.76,0.408,11285,369,10114,802,388,0.175,0.24,0.636,0,0,0,0,0,97,6,-968,-1,0,525,525,1751,0,4157,0,18,117,9182,21,19,32,0,0,13.12,6/29/2023,DRX,Win
Burdol,K'Sante,TOP,15,0,2,1,0.5,241,0,8.3,10108,348,0.221,30,8,3,5,4,1.03,0.28,0.17,0.1,0.113,7932,6878,914,140,273,0.187,0.03,0.5,0,0,0,0,0,-255,8,369,0,0,3431,3431,3405,0,31512,27,28,2531,19938,49,6,22,0,0,13.12,6/29/2023,LSB,Lose
Willer,Sejuani,JUNGLE,13,0,3,1,0.3,154,136,5.3,8178,282,0.179,51,12,12,12,10,1.76,0.41,0.41,0.41,0.192,3110,1675,1097,338,107,0.073,0.03,0.5,0,0,0,0,0,-832,-6,-47,0,0,0,0,7580,199,32285,0,10,379,22643,87,13,26,0,0,13.12,6/29/2023,LSB,Lose
Clozer,Tristana,MID,15,1,2,0,0.5,257,4,8.8,10278,354,0.225,34,15,8,7,6,1.17,0.52,0.24,0.28,0.128,8779,7676,1103,0,302,0.207,0.03,0.5,0,0,0,0,0,-757,-14,-259,0,0,3794,3794,5189,0,12046,0,1,31,16312,35,8,27,0,0,13.12,6/29/2023,LSB,Lose
Teddy,Varus,ADC,13,0,3,0,0,270,12,9.3,10379,357,0.227,24,16,5,6,5,0.83,0.55,0.21,0.17,0.09,15455,6691,8629,135,532,0.365,0.0,0.0,0,0,0,0,0,798,27,-237,0,0,856,856,1718,0,8229,0,26,258,15230,118,9,26,0,150,13.12,6/29/2023,LSB,Lose
Kael,Jhin,SUPPORT,10,1,1,0,1,31,0,1.1,6789,234,0.148,127,76,20,18,15,4.37,2.62,0.62,0.69,0.477,7067,6644,423,0,243,0.167,0.03,0.5,0,0,0,0,0,-97,-6,968,1,0,701,701,2115,820,3074,0,24,116,7382,30,22,36,100,0,13.12,6/29/2023,LSB,Lose
Burdol,K'Sante,TOP,18,5,3,12,5.7,286,0,7.1,15162,378,0.204,44,14,7,11,10,1.1,0.35,0.27,0.17,0.115,22377,15348,4439,2590,558,0.22,0.42,0.85,0,1,0,0,0,352,2,697,1,0,4146,4146,8098,0,58107,344,57,2726,36570,105,14,34,0,500,13.12,6/29/2023,LSB,Lose
Willer,Sejuani,JUNGLE,17,1,3,16,5.7,194,170,4.8,12774,319,0.172,62,22,7,21,20,1.55,0.55,0.52,0.17,0.161,12705,4741,7422,542,317,0.125,0.42,0.85,0,0,0,0,0,-425,-3,18,0,0,509,509,17349,905,67147,0,36,407,36961,69,23,41,0,0,13.12,6/29/2023,LSB,Lose
Clozer,Irelia,MID,18,7,6,6,2.2,354,8,8.8,17493,437,0.235,46,19,9,8,7,1.15,0.47,0.2,0.22,0.12,21992,15218,6774,0,549,0.216,0.32,0.65,0,0,0,0,0,400,16,192,0,0,1360,1360,10294,0,58933,0,15,266,35375,253,10,32,300,300,13.12,6/29/2023,LSB,Lose
Teddy,Xayah,ADC,18,7,3,8,5,405,60,10.1,19565,488,0.263,60,20,14,8,8,1.5,0.5,0.2,0.35,0.156,38098,37554,20,524,951,0.374,0.37,0.75,0,2,0,0,0,36,9,747,0,0,2972,2972,8686,0,13013,0,20,118,20684,102,11,37,650,1150,13.12,6/29/2023,LSB,Lose
Kael,Rakan,SUPPORT,13,0,6,14,2.3,52,0,1.3,9478,237,0.127,172,84,26,25,23,4.29,2.1,0.62,0.65,0.448,6607,547,4906,1154,165,0.065,0.35,0.7,0,0,0,0,0,17,-7,-74,0,0,428,428,6477,1947,18294,2026,32,123,24090,184,27,46,0,0,13.12,6/29/2023,LSB,Lose
Rascal,Poppy,TOP,18,8,5,9,3.4,297,8,7.4,16618,415,0.228,42,13,8,10,9,1.05,0.32,0.25,0.2,0.116,33078,15705,15263,2110,826,0.258,0.42,0.81,0,1,1,0,0,-352,-2,-697,-1,0,1250,1250,9141,3474,95984,0,61,1033,40408,226,12,35,1150,400,13.12,6/29/2023,DRX,Win
FATE,Tristana,MID,18,9,2,8,8.5,370,31,9.2,18278,456,0.251,56,21,13,11,11,1.4,0.52,0.27,0.32,0.155,39205,32581,4471,2153,978,0.306,0.42,0.81,0,2,0,0,0,-400,-16,-192,0,0,4057,4057,5686,0,19176,0,17,162,17410,86,14,37,550,350,13.12,6/29/2023,DRX,Win
Paduck,Aphelios,ADC,17,3,3,16,6.3,375,38,9.4,17186,429,0.236,49,21,9,9,8,1.22,0.52,0.22,0.22,0.135,37287,33501,1760,2026,931,0.291,0.47,0.905,0,0,0,0,0,-36,-9,-747,0,0,10875,10875,8507,0,28761,0,15,258,17684,157,11,30,100,200,13.12,6/29/2023,DRX,Win
BeryL,Rell,SUPPORT,15,1,6,17,3,48,0,1.2,9749,243,0.134,151,78,23,23,21,3.77,1.95,0.57,0.57,0.417,10021,1090,6455,2476,250,0.078,0.45,0.857,0,0,0,0,0,-17,7,74,0,0,377,377,732,0,45119,0,60,250,22749,242,27,41,150,0,13.12,6/29/2023,DRX,Win
Doran,K'Sante,TOP,18,1,1,8,9,375,4,8.3,18153,401,0.214,44,16,8,12,11,0.97,0.35,0.27,0.18,0.09,16396,10533,1653,4210,362,0.139,0.2,0.529,0,0,0,0,0,540,-5,406,1,0,6954,6954,10391,0,76327,191,51,7963,33035,52,16,38,0,50,13.12,6/29/2023,GEN,Win
Peanut,Ivern,JUNGLE,18,4,3,9,4.3,189,162,4.2,14247,315,0.168,115,50,23,11,11,2.54,1.11,0.24,0.51,0.235,9151,1638,4308,3205,202,0.077,0.29,0.765,0,0,0,0,0,-5,-18,-371,-1,0,855,855,10024,4565,11570,27735,55,162,14136,90,13,32,0,0,13.12,6/29/2023,GEN,Win
Chovy,Tristana,MID,18,3,3,7,3.3,420,24,9.3,20366,450,0.24,79,20,24,6,6,1.75,0.44,0.13,0.53,0.162,33917,25741,5557,2619,750,0.287,0.22,0.588,1,0,0,0,0,-212,-7,-823,-1,0,26423,26423,6014,0,21679,0,5,78,17301,81,8,42,150,350,13.12,6/29/2023,GEN,Win
Peyz,Kai'Sa,ADC,18,8,2,1,4.5,463,79,10.2,20985,464,0.247,89,37,23,6,6,1.97,0.82,0.13,0.51,0.182,47686,8823,37184,1679,1054,0.403,0.2,0.529,0,0,0,0,0,-426,1,70,0,0,1894,1894,3689,0,16121,0,4,179,14419,46,8,28,550,1200,13.12,6/29/2023,GEN,Win
Delight,Gragas,SUPPORT,15,1,2,8,4.5,53,2,1.2,11149,246,0.131,162,83,16,16,15,3.58,1.83,0.35,0.35,0.331,11219,788,8179,2252,248,0.095,0.2,0.529,0,0,0,0,0,-59,3,436,1,0,331,331,8350,636,21480,0,40,191,20420,50,18,36,650,0,13.12,6/29/2023,GEN,Win
Morgan,Gwen,TOP,18,1,7,2,0.4,405,32,9.0,19078,422,0.237,58,15,23,12,11,1.28,0.33,0.27,0.51,0.144,19507,1098,13587,4822,431,0.238,0.07,0.273,0,0,0,0,0,-540,5,-406,-1,0,7475,7475,11725,0,35406,0,6,81,41512,240,18,44,700,400,13.12,6/29/2023,BRION,Lose
UmTi,Poppy,JUNGLE,16,0,3,9,3,198,138,4.4,12973,287,0.161,89,20,42,20,18,1.97,0.44,0.44,0.93,0.22,9974,7803,1308,863,220,0.122,0.2,0.818,0,0,0,0,0,5,18,371,1,0,800,800,15091,0,79849,0,42,764,42139,109,23,44,0,0,13.12,6/29/2023,BRION,Lose
Karis,Azir,MID,18,3,1,6,9,388,20,8.6,17322,383,0.215,43,9,16,6,6,0.95,0.2,0.13,0.35,0.106,25437,109,24573,755,562,0.311,0.2,0.818,0,0,0,0,0,212,7,823,1,0,0,0,1537,0,9453,0,6,239,14901,0,10,29,250,150,13.12,6/29/2023,BRION,Lose
Hena,Aphelios,ADC,18,6,2,2,4,434,56,9.6,20850,461,0.259,65,20,21,3,3,1.44,0.44,0.07,0.46,0.161,22419,21552,375,492,495,0.274,0.18,0.727,1,2,0,0,0,426,-1,-70,0,0,8580,8580,13271,0,32160,0,9,286,22344,21,7,25,650,800,13.12,6/29/2023,BRION,Lose
Effort,Alistar,SUPPORT,15,1,4,9,2.5,36,0,0.8,10252,227,0.127,149,94,14,31,29,3.29,2.08,0.69,0.31,0.369,4519,459,3400,660,100,0.055,0.22,0.909,0,0,0,0,0,59,-3,-436,-1,0,0,0,11554,5469,54873,0,41,83,27765,110,33,48,0,0,13.12,6/29/2023,BRION,Lose
Morgan,Renekton,TOP,16,3,3,2,1.7,271,4,8.7,11532,372,0.229,34,12,9,10,8,1.1,0.39,0.32,0.29,0.124,7642,6110,1532,0,246,0.19,0.16,0.5,0,0,0,0,0,109,11,366,0,0,1445,1445,11233,0,31585,0,6,33,35341,102,11,33,0,500,13.12,6/29/2023,BRION,Lose
UmTi,Poppy,JUNGLE,13,0,3,8,2.7,138,113,4.4,8406,271,0.167,47,12,14,10,10,1.51,0.39,0.32,0.45,0.172,5184,3908,742,534,167,0.129,0.26,0.8,0,0,0,0,0,-82,-10,301,0,0,287,287,10508,0,43558,0,16,555,23601,82,11,27,0,0,13.12,6/29/2023,BRION,Lose
Karis,Ahri,MID,16,1,1,6,7,298,2,9.6,11639,375,0.231,58,22,13,8,8,1.87,0.71,0.26,0.42,0.212,13557,581,9597,3379,437,0.336,0.23,0.7,0,0,0,0,0,-599,-9,-86,0,0,852,852,7130,0,11260,0,24,115,18622,0,8,25,50,50,13.12,6/29/2023,BRION,Lose
Hena,Kalista,ADC,14,6,2,2,4,277,25,8.9,12469,402,0.247,42,13,12,4,4,1.35,0.42,0.13,0.39,0.153,10429,8046,2290,93,336,0.259,0.26,0.8,0,0,0,0,0,420,13,703,1,0,120,120,3050,0,9641,0,11,380,12682,43,8,25,0,550,13.12,6/29/2023,BRION,Lose
Effort,Alistar,SUPPORT,10,0,5,6,1.2,32,0,1.0,6363,205,0.126,93,49,11,20,19,3.0,1.58,0.64,0.35,0.339,3485,382,2590,513,112,0.086,0.19,0.6,0,0,0,0,0,-30,-4,-154,0,0,0,0,5719,3089,21596,0,37,165,17722,118,22,34,0,0,13.12,6/29/2023,BRION,Lose
Doran,Quinn,TOP,17,5,2,6,5.5,285,16,9.2,14668,473,0.249,33,14,6,4,4,1.06,0.45,0.13,0.19,0.115,27676,22160,5516,0,892,0.32,0.35,0.786,0,1,0,0,0,-109,-11,-366,0,0,6860,6860,7400,0,9998,0,35,127,14692,68,5,25,500,0,13.12,6/29/2023,GEN,Win
Peanut,Ivern,JUNGLE,15,1,2,9,5,155,130,5.0,9732,314,0.165,56,26,10,8,8,1.8,0.84,0.26,0.32,0.194,6535,1598,4275,662,211,0.076,0.32,0.714,0,0,0,0,0,82,10,-301,0,0,582,582,3558,860,6862,6784,37,157,7558,77,9,22,0,0,13.12,6/29/2023,GEN,Win
Chovy,Azir,MID,17,2,0,7,Perfect KDA,294,16,9.5,12784,412,0.217,46,11,20,5,4,1.48,0.35,0.16,0.64,0.16,29701,215,29486,0,957,0.343,0.29,0.643,0,0,0,0,0,599,9,86,0,0,6364,6364,3117,0,8358,0,9,188,11174,0,8,28,0,0,13.12,6/29/2023,GEN,Win
Peyz,Ashe,ADC,15,5,4,5,2.5,284,16,9.2,13930,449,0.236,59,11,19,4,3,1.9,0.35,0.13,0.61,0.205,17309,15981,1215,113,558,0.2,0.32,0.714,0,1,0,0,0,-420,-13,-703,-1,0,5514,5514,1935,0,7362,0,25,656,10745,99,5,25,550,50,13.12,6/29/2023,GEN,Win
Delight,Braum,SUPPORT,12,1,2,6,3.5,38,0,1.2,7869,254,0.133,94,48,9,9,9,3.03,1.55,0.29,0.29,0.326,5267,719,4548,0,170,0.061,0.23,0.5,0,0,0,0,0,30,4,154,0,0,517,517,1761,234,15236,1611,22,126,11922,60,12,27,50,0,13.12,6/29/2023,GEN,Win
Kiin,Renekton,TOP,18,4,3,9,4.3,315,8,8.8,15307,425,0.235,40,12,8,7,7,1.11,0.33,0.19,0.22,0.126,22753,19212,3233,308,632,0.282,0.36,0.867,0,0,0,0,0,107,-2,110,0,0,6473,6473,20018,0,38331,0,28,74,41657,87,9,30,500,150,13.12,6/28/2023,KT,Win
Cuzz,Sejuani,JUNGLE,15,4,1,8,12,202,155,5.6,11669,324,0.179,85,17,28,13,13,2.36,0.47,0.36,0.78,0.268,7841,3722,3160,959,218,0.097,0.33,0.8,0,0,0,0,0,-324,15,363,0,0,73,73,18277,3670,58593,0,22,363,29103,37,15,30,0,150,13.12,6/28/2023,KT,Win
Bdd,Neeko,MID,17,1,1,9,10,281,14,7.8,11992,333,0.184,30,11,2,6,6,0.83,0.31,0.17,0.06,0.095,18478,1047,17431,0,514,0.229,0.28,0.667,0,0,0,0,0,-770,-17,-241,0,0,1590,1590,4314,0,10736,0,26,148,18801,0,8,25,0,0,13.12,6/28/2023,KT,Win
Aiming,Aphelios,ADC,16,6,1,6,12,365,32,10.1,18072,502,0.278,48,13,21,4,4,1.33,0.36,0.11,0.58,0.151,28982,27742,343,897,805,0.359,0.33,0.8,0,0,0,0,0,1025,30,650,0,0,12525,12525,4260,0,15530,0,16,231,9767,40,5,25,650,100,13.12,6/28/2023,KT,Win
Lehends,Alistar,SUPPORT,14,0,1,11,11,35,0,1.0,8033,223,0.123,114,73,11,23,22,3.17,2.03,0.64,0.31,0.36,2747,359,2388,0,76,0.034,0.31,0.733,0,0,0,0,0,-327,9,138,0,0,866,866,9728,4047,25650,1396,24,61,18214,12,25,38,0,0,13.12,6/28/2023,KT,Win
DuDu,K'Sante,TOP,17,1,3,5,2,295,8,8.2,13125,365,0.212,40,8,8,3,3,1.11,0.22,0.08,0.22,0.117,14033,11966,1808,259,390,0.166,0.17,0.857,0,0,0,0,0,-107,2,-110,0,0,2786,2786,4875,0,39483,208,38,3871,23599,75,5,28,100,200,13.12,6/28/2023,KDF,Lose
YoungJae,Poppy,JUNGLE,15,2,2,4,3,204,183,5.7,11377,316,0.183,70,12,16,13,11,1.95,0.33,0.36,0.44,0.205,13115,9227,2761,1127,364,0.156,0.17,0.857,0,0,0,0,0,324,-15,-363,0,0,0,0,9639,0,46586,0,36,891,21766,43,14,30,0,150,13.12,6/28/2023,KDF,Lose
Bulldog,LeBlanc,MID,18,1,2,2,1.5,394,8,10.9,15950,443,0.257,54,12,16,9,9,1.5,0.33,0.25,0.44,0.158,26530,5606,20825,99,737,0.315,0.08,0.429,0,0,0,0,0,770,17,241,0,0,5245,5245,5025,0,9908,0,11,61,17567,41,9,29,150,550,13.12,6/28/2023,KDF,Lose
Taeyoon,Kai'Sa,ADC,15,1,3,4,1.7,329,10,9.1,13717,381,0.221,59,33,12,8,8,1.64,0.92,0.22,0.33,0.173,25058,7304,17469,285,696,0.297,0.14,0.714,0,0,0,0,0,-1025,-30,-650,0,0,223,223,4386,0,7179,0,2,46,16589,140,11,29,150,250,13.12,6/28/2023,KDF,Lose
Kiin,K'Sante,TOP,15,2,0,5,Perfect KDA,223,4,8.6,10376,399,0.197,28,12,4,6,6,1.08,0.46,0.23,0.15,0.128,9953,8553,1097,303,382,0.17,0.27,0.438,0,0,0,0,0,117,3,24,0,0,4265,4265,4832,0,22817,237,28,2455,16135,0,7,27,0,0,13.12,6/28/2023,KT,Win
Cuzz,Vi,JUNGLE,14,5,1,6,11,171,149,6.6,10458,402,0.199,45,11,11,7,7,1.73,0.42,0.27,0.42,0.206,8804,7764,564,476,338,0.15,0.42,0.688,0,0,0,0,0,-11,-15,137,0,0,1076,1076,9730,1047,38361,0,24,357,18009,45,8,25,0,300,13.12,6/28/2023,KT,Win
Bdd,Neeko,MID,16,3,0,5,Perfect KDA,225,4,8.6,10975,422,0.209,26,8,2,4,4,1.0,0.31,0.15,0.08,0.119,14847,1519,13218,110,570,0.253,0.31,0.5,0,0,0,0,0,-149,0,244,0,0,7046,7046,2296,0,6980,0,29,171,12846,0,7,23,0,0,13.12,6/28/2023,KT,Win
Aiming,Kai'Sa,ADC,15,6,0,6,Perfect KDA,289,13,11.1,14058,540,0.267,39,12,12,4,4,1.5,0.46,0.15,0.46,0.179,21105,7428,13373,304,811,0.36,0.46,0.75,0,1,0,0,0,1887,27,962,1,0,10456,10456,2054,0,4674,0,3,66,6664,0,5,21,0,0,13.12,6/28/2023,KT,Win
Lehends,Nautilus,SUPPORT,11,0,0,8,Perfect KDA,32,0,1.2,6751,259,0.128,80,42,8,11,10,3.07,1.61,0.42,0.31,0.367,3987,1019,2395,573,153,0.068,0.31,0.5,0,0,0,0,0,541,3,34,0,0,120,120,1887,0,12831,0,30,223,7681,0,13,25,0,0,13.12,6/28/2023,KT,Win
DuDu,Poppy,TOP,14,0,2,0,0,231,4,8.9,8579,330,0.209,28,9,6,4,4,1.08,0.35,0.15,0.23,0.141,10621,6924,3697,0,408,0.262,0.0,0.0,0,0,0,0,0,-117,-3,-24,0,0,0,0,2294,0,27515,0,18,520,17701,38,5,17,0,0,13.12,6/28/2023,KDF,Lose
YoungJae,Sejuani,JUNGLE,12,0,2,1,0.5,159,136,6.1,7819,300,0.191,34,11,6,11,9,1.31,0.42,0.42,0.23,0.171,3990,1933,1896,161,153,0.098,0.04,1.0,0,0,0,0,0,11,15,-137,0,0,0,0,9312,266,22912,0,9,350,21441,40,12,23,0,0,13.12,6/28/2023,KDF,Lose
Bulldog,LeBlanc,MID,15,0,2,1,0.5,269,0,10.3,9889,380,0.241,38,6,9,4,4,1.46,0.23,0.15,0.35,0.191,12905,3153,9752,0,496,0.318,0.04,1.0,0,0,0,0,0,149,0,-244,0,0,3488,3488,4074,0,8105,0,10,24,15626,32,4,21,0,0,13.12,6/28/2023,KDF,Lose
