Player,championName,teamPosition,champLevel,kills,deaths,assists,KDA 0.5,totalMinionsKilled,totalAllyJungleMinionsKilled,totalEnemyJungleMinionsKilled,CSM,goldEarned,GPM,GOLD ratio,visionScore,wardsPlaced,wardsKilled,visionWardsBoughtInGame,detectorWardsPlaced,VSPM,WPM,VWPM,WCPM,VS ratio,totalDamageDealtToChampions,physicalDamageDealtToChampions,magicDamageDealtToChampions,trueDamageDealtToChampions,DPM,DMG ratio,K+A Per Minute,KP ratio,doubleKills,tripleKills,quadraKills,pentaKills,GD@15,CSD@15,XPD@15,LVLD@15,objectivesStolen,damageDealtToTurrets,damageDealtToBuildings,totalHeal,totalHealsOnTeammates,damageSelfMitigated,totalDamageShieldedOnTeammates,timeCCingOthers,totalTimeCCDealt,trueDamageTaken,totalTimeSpentDead,consumablesPurchased,itemsPurchased,win
플라밍고,Janna,UTILITY,14,3,7,16,2.533333333333333,15,0,0,0.0067355186349348,9334,4.191288729232151,12.302622907605114,112,61,14,23,21,0.0502918724741805,0.0273911091154018,0.0094297260889088,0.0062864840592725,49.55752212389381,1805,383,1421,0,0.8105074090704985,1.204545909548946,0.0085316569375841,42.22222222222222,0,0,0,0,3204,4,3199,-3,0,374,374,4243,2446,9033,4137,33,177,980,214,25,40,True
플라밍고,Soraka,UTILITY,11,0,6,6,0.9230769230769232,9,0,0,0.0051783659378596,5943,3.419447640966628,12.559171597633137,73,34,6,14,12,0.0420023014959723,0.0195627157652474,0.0069044879171461,0.003452243958573,47.7124183006536,3777,519,3257,0,2.173187571921749,5.360640381503875,0.003452243958573,54.54545454545454,0,0,0,0,3103,2,3632,-2,0,244,244,12338,9459,5317,597,19,144,204,141,16,28,False
플라밍고,Yuumi,UTILITY,12,2,4,12,3.111111111111111,7,0,0,0.0040674026728646,7769,4.514235909355026,14.961099984594052,55,30,4,13,11,0.0319581638582219,0.0174317257408483,0.0063916327716443,0.0023242300987797,38.19444444444444,8045,267,7031,746,4.674607786170831,9.416956374149898,0.0081348053457292,60.86956521739131,0,0,0,0,3959,1,4726,-3,0,187,187,3571,3043,3816,4404,17,172,1065,143,15,31,False
플라밍고,Yuumi,UTILITY,14,1,2,21,8.8,7,0,0,0.0045543266102797,8856,5.761873780091086,14.318744037898751,63,31,3,11,9,0.0409889394925178,0.0201691607026675,0.0058555627846454,0.0019518542615484,42.567567567567565,8491,180,8310,0,5.524398178269356,7.7500912741876595,0.0143135979180221,51.16279069767442,0,0,0,0,4928,4,5262,1,0,980,980,4479,3885,1780,6048,22,226,2017,39,13,28,True
플라밍고,Lux,UTILITY,10,2,2,13,6.0,19,0,0,0.014948859166011,6919,5.443745082612116,13.366690493209434,54,27,4,10,10,0.042486231313926,0.021243115656963,0.00786782061369,0.003147128245476,48.21428571428572,6767,490,5688,588,5.324154209284028,8.291063245852632,0.011801730920535,46.875,0,0,0,0,4822,9,3273,-1,0,516,516,14,0,2952,1041,23,149,121,33,13,22,True
플라밍고,Yuumi,UTILITY,10,2,1,13,10.0,1,0,0,0.000813669650122,6577,5.351505288852726,14.820740473668792,38,26,0,13,11,0.0309194467046379,0.0211554109031733,0.0089503661513425,0.0,34.23423423423424,5370,427,4527,416,4.369406021155411,9.97584989782649,0.0122050447518307,71.42857142857143,0,0,0,0,4291,0,3159,-1,0,756,756,1576,1259,839,2237,10,118,305,16,15,26,True
플라밍고,Lux,UTILITY,15,0,11,11,0.9565217391304348,33,0,0,0.012087912087912,10106,3.701831501831502,11.268202395022636,146,79,15,25,24,0.0534798534798534,0.0289377289377289,0.0087912087912087,0.0054945054945054,51.77304964539007,14935,636,12978,1320,5.470695970695971,8.026074666408714,0.004029304029304,22.0,0,0,0,0,3566,11,3993,-3,0,145,145,187,0,10219,1300,38,194,519,385,27,40,False
플라밍고,Yuumi,UTILITY,14,2,1,17,12.666666666666666,1,0,0,0.0005780346820809,7935,4.586705202312139,13.125682336983491,48,32,0,13,11,0.0277456647398843,0.0184971098265895,0.0063583815028901,0.0,39.34426229508197,8802,139,8063,600,5.0878612716763,10.431752728824206,0.0109826589595375,73.07692307692307,0,0,0,0,3370,0,4055,-3,0,274,274,5180,4308,1492,4564,19,192,0,16,15,29,True
플라밍고,Yuumi,UTILITY,9,1,0,8,18.0,0,0,0,0.0,4386,4.394789579158316,13.15655277919429,27,17,0,7,6,0.0270541082164328,0.0170340681362725,0.0060120240480961,0.0,42.1875,4209,70,3806,332,4.217434869739479,7.911802853437094,0.0090180360721442,40.909090909090914,0,0,0,0,3898,0,4903,-1,0,17,17,1630,1477,343,2026,10,119,0,0,9,17,True
플라밍고,Soraka,UTILITY,7,0,2,1,0.4,20,0,0,0.0190657769304099,3315,3.160152526215444,11.84140025004465,22,15,1,7,5,0.0209723546234509,0.0142993326978074,0.0047664442326024,0.0009532888465204,31.88405797101449,1658,353,1304,0,1.580552907530982,4.9439408396946565,0.0009532888465204,14.285714285714285,0,0,0,0,2952,19,3678,-4,0,0,0,2617,1854,2171,72,10,51,0,37,11,20,False
